Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
GODREJPROP,2021-10-18,2502.8,New ATH,0,Consumer Goods,Real Estate Developers,63718.0,Large Cap
SCHAEFFLER,2021-11-10,1634.37,New ATH,0,Capital Goods,Auto Components & Systems,63521.0,Large Cap
UNOMINDA,2021-11-12,468.15,New ATH,0,Capital Goods,Auto Components & Systems,61274.0,Large Cap
OBEROIRLTY,2021-11-03,1035.5,New ATH,0,Real Estate,Real Estate Development,59233.0,Large Cap
IRCTC,2021-10-18,1175.54,New ATH,0,Consumer Services,Travel & Leisure,58420.0,Large Cap
COFORGE,2021-10-19,1172.28,New ATH,0,Technology,IT Services & Consultancy,57678.0,Large Cap
BHARATFORG,2021-11-09,834.05,New ATH,0,Capital Goods,Auto Components & Forgings,56890.0,Large Cap
PHOENIXLTD,2021-11-08,550.3,New ATH,0,Healthcare,Pharmaceutical Distribution,54092.0,Large Cap
UBL,2021-11-09,1778.6,New ATH,0,Financial Services,Banks – Private,52802.0,Large Cap
MPHASIS,2021-10-19,3546.45,New ATH,0,Technology,IT Services,51570.0,Large Cap
JKCEMENT,2021-11-08,3782.8,New ATH,0,Materials,Cement & Cement Products,49766.0,Large Cap
LTTS,2021-11-12,5288.95,New ATH,0,Technology,IT Services,44886.0,Large Cap
THERMAX,2021-11-12,1533.35,New ATH,0,Capital Goods,Industrial Equipment,44260.0,Large Cap
VOLTAS,2021-10-18,1337.7,New ATH,0,Capital Goods,Electric Goods & Equipment,43674.0,Large Cap
360ONE,2021-10-21,441.59,New ATH,0,Financial Services,Small Finance Bank,43405.0,Large Cap
NH,2021-11-11,571.45,New ATH,0,Power,Power Generation,40637.0,Large Cap
KPRMILL,2021-11-08,542.0,New ATH,0,Materials,Textiles – Technical Products,40435.0,Large Cap
MCX,2021-10-14,2067.75,New ATH,0,Financial Services,Stock Exchange,39480.0,Large Cap
CRISIL,2021-11-12,3175.35,New ATH,0,Financial Services,Financial Data & Analytics,39208.0,Large Cap
ESCORTS,2021-11-12,1580.75,New ATH,0,Automobile & Auto Components,Farm & Construction Equipment,38207.0,Large Cap
ASTRAL,2021-10-18,1787.06,New ATH,0,Capital Goods,Building Products & Equipment,37902.0,Large Cap
TATAELXSI,2021-11-11,6591.8,New ATH,0,Technology,IT Services & Embedded Systems,37571.0,Large Cap
BLUESTARCO,2021-11-11,539.33,New ATH,0,Capital Goods,Electrical Equipment,35796.0,Large Cap
ENDURANCE,2021-11-11,1916.45,New ATH,0,Auto Components,Auto Components,35723.0,Large Cap
ACC,2021-11-12,2571.95,New ATH,0,Cement,Cement & Cement Products,34291.0,Large Cap
KPITTECH,2021-11-12,429.65,New ATH,0,Technology,IT Services,32815.0,Large Cap
SONACOMS,2021-10-18,765.65,New ATH,0,Capital Goods,Auto Components,28941.0,Large Cap
IRB,2021-10-22,29.36,New ATH,0,Construction & Engineering,Construction & Engineering,27453.0,Large Cap
DEEPAKNTR,2021-10-19,2925.9,New ATH,0,Chemicals,Specialty Chemicals,25437.0,Large Cap
BRIGADE,2021-11-12,502.4,New ATH,0,Real Estate,Real Estate Development,24724.0,Large Cap
ERIS,2021-10-18,836.45,New ATH,0,Healthcare,Pharmaceuticals,24268.0,Large Cap
SKFINDIA,2021-11-08,3959.45,New ATH,0,Industrials,Industrial Machinery,23926.0,Large Cap
ANGELONE,2021-10-14,1637.0,New ATH,0,Financial Services,Brokerage,23614.0,Large Cap
KEC,2021-10-25,526.35,New ATH,0,Industrials,Engineering & Construction,23032.0,Large Cap
MANAPPURAM,2021-11-09,222.3,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),21901.0,Large Cap
EIDPARRY,2021-11-11,505.2,New ATH,0,Healthcare,Pharmaceuticals,20958.0,Large Cap
DEVYANI,2021-11-12,160.55,New ATH,0,Consumer Discretionary,Food & Beverage Retail,20912.0,Large Cap
ASAHIINDIA,2021-11-12,481.65,New ATH,0,Materials,Chemicals,20168.0,Large Cap
HATSUN,2021-10-18,1452.08,New ATH,0,Consumer Staples,Dairy Products,20159.0,Large Cap
TRITURBINE,2021-11-11,221.4,New ATH,0,Industrials,Power Equipment,19433.0,Mid Cap
RATNAMANI,2021-10-21,1505.33,New ATH,0,Industrials,Engineering & Construction,18757.0,Mid Cap
KAJARIACER,2021-10-18,1331.05,New ATH,0,Materials,Ceramics & Sanitaryware,18690.0,Mid Cap
GRINDWELL,2021-11-11,1784.2,New ATH,0,Materials,Ceramics,17790.0,Mid Cap
SOBHA,2021-11-03,951.5,New ATH,0,Real Estate,Real Estate Development,16901.0,Mid Cap
CENTURYPLY,2021-11-12,679.4,New ATH,0,Materials,Plywood & Veneer,16495.0,Mid Cap
LMW,2021-11-12,9780.75,New ATH,0,Consumer Durables,Textiles,16276.0,Mid Cap
BLUEDART,2021-11-08,7076.4,New ATH,0,Industrials,Express Logistics,15642.0,Mid Cap
TRIDENT,2021-10-19,41.85,New ATH,0,Consumer Discretionary,Textiles - Cotton,15631.0,Mid Cap
AARTIIND,2021-10-18,1156.55,New ATH,0,Materials,Chemicals,15517.0,Mid Cap
BATAINDIA,2021-11-10,2184.2,New ATH,0,Consumer Discretionary,Apparel,15408.0,Mid Cap
ZENTEC,2021-10-18,237.85,New ATH,0,Technology,IT Services,15265.0,Mid Cap
SARDAEN,2021-11-04,92.07,New ATH,0,Materials,Mining,15226.0,Mid Cap
JBMA,2021-11-10,145.59,New ATH,0,Industrials,Engineering & Construction,15118.0,Mid Cap
KSB,2021-11-10,272.56,New ATH,0,Industrials,Engineering - Industrial Equipment,14871.0,Mid Cap
CRAFTSMAN,2021-11-01,2652.7,New ATH,0,Industrials,Auto Components,14814.0,Mid Cap
CYIENT,2021-10-19,1227.55,New ATH,0,Technology,IT Services,13718.0,Mid Cap
GRAVITA,2021-11-08,227.85,New ATH,0,Materials,Mining & Minerals,13551.0,Mid Cap
VTL,2021-11-08,424.37,New ATH,0,Healthcare,Pharmaceuticals,13288.0,Mid Cap
JUBLINGREA,2021-10-18,810.15,New ATH,0,Real Estate,                Real Estate Services,12508.0,Mid Cap
IEX,2021-10-19,281.78,New ATH,0,Utilities,Power Exchange,12405.0,Mid Cap
ANURAS,2021-10-18,838.3,New ATH,0,Healthcare,                Pharmaceuticals - API & Bulk Drugs,12297.0,Mid Cap
GRINFRA,2021-10-22,2158.5,New ATH,0,Industrials,Infrastructure Developers & Operators,11929.0,Mid Cap
OLECTRA,2021-11-12,751.9,New ATH,0,Industrials,                Electric Vehicles,11817.0,Mid Cap
TTML,2021-11-10,73.05,New ATH,0,Communication Services,    Telecom Services,11806.0,Mid Cap
WESTLIFE,2021-10-18,590.75,New ATH,0,Consumer Discretionary,    Restaurants & QSR,11748.0,Mid Cap
SONATSOFTW,2021-10-19,360.45,New ATH,0,Information Technology,    IT Services - Products,11440.0,Mid Cap
USHAMART,2021-11-11,100.85,New ATH,0,Industrials,                Industrial Machinery,11103.0,Mid Cap
RKFORGE,2021-10-21,242.23,New ATH,0,Industrials,                Auto Ancillaries,11099.0,Mid Cap
BIRLACORPN,2021-11-09,1610.4,New ATH,0,Materials,                Cement & Building Materials,11047.0,Mid Cap
INDIACEM,2021-11-09,223.1,New ATH,0,Materials,                Cement & Building Materials,11034.0,Mid Cap
GENUSPOWER,2021-10-18,91.15,New ATH,0,Utilities,                Power Transmission & Equipment,10653.0,Mid Cap
SCI,2021-10-18,142.95,New ATH,0,Industrials,Marine Transport,9993.0,Mid Cap
SAFARI,2021-11-11,469.73,New ATH,0,Consumer Discretionary,    Luggage & Travel Gear,9988.0,Mid Cap
KPIGREEN,2021-11-10,23.19,New ATH,0,Industrials,Renewable Energy Equipment,9927.0,Mid Cap
PRIVISCL,2021-10-14,1965.3,New ATH,0,Financials,Investment Services,9632.0,Mid Cap
POWERMECH,2021-10-18,543.4,New ATH,0,Industrials,Engineering - EPC,9403.0,Mid Cap
TCI,2021-11-08,779.9,New ATH,0,Industrials,Trucking & Logistics,9326.0,Mid Cap
ASTRAMICRO,2021-11-12,275.75,New ATH,0,Information Technology,    Defense Electronics,9157.0,Mid Cap
SAREGAMA,2021-11-11,450.91,New ATH,0,Communication Services,    Media & Entertainment,9155.0,Mid Cap
GARFIBRES,2021-10-14,768.56,New ATH,0,Materials,Textiles - Fibers & Yarns,8972.0,Mid Cap
ABFRL,2021-11-09,305.75,New ATH,0,Consumer Goods,Apparel & Accessories,8957.0,Mid Cap
TTKPRESTIG,2021-11-04,1141.44,New ATH,0,Consumer Discretionary,Consumer Durables,8861.0,Mid Cap
NETWORK18,2021-11-08,93.25,New ATH,0,Communication Services,Media & Entertainment,8654.0,Mid Cap
CERA,2021-10-19,6302.5,New ATH,0,Industrials,Building Products - Sanitaryware,8478.0,Mid Cap
ESABINDIA,2021-11-10,2809.1,New ATH,0,Industrials,Electrical Equipment,8259.0,Mid Cap
TANLA,2021-10-28,1284.9,New ATH,0,Communication Services,Telecom Equipment & Messaging,8245.0,Mid Cap
BORORENEW,2021-10-19,495.1,New ATH,0,Energy,Energy - Renewable,8123.0,Mid Cap
TRIVENI,2021-11-12,215.95,New ATH,0,Industrials,Engineering - Equipment & Services,7893.0,Mid Cap
MAHLIFE,2021-10-20,289.3,New ATH,0,Financial Services,Insurance,7734.0,Mid Cap
MASTEK,2021-10-19,3437.55,New ATH,0,Information Technology,IT Services,7683.0,Mid Cap
TIIL,2021-11-12,953.45,New ATH,0,Materials, Cement & Construction Materials,7591.0,Mid Cap
AURIONPRO,2021-11-04,122.45,New ATH,0,Technology,Software - Application,7442.0,Mid Cap
GANESHHOUC,2021-10-14,223.1,New ATH,0,Materials,Chemicals - Fertilizers,7325.0,Mid Cap
TDPOWERSYS,2021-10-18,74.94,New ATH,0,Industrials,Electrical Equipment & Components,7309.0,Mid Cap
AHLUCONT,2021-11-12,450.4,New ATH,0,Industrials, Construction Materials,6860.0,Mid Cap
MANINFRA,2021-11-11,95.97,New ATH,0,Industrials, Infrastructure,6841.0,Mid Cap
CHEMPLASTS,2021-10-18,802.5,New ATH,0,Materials,Chemicals - Specialty,6818.0,Mid Cap
HGINFRA,2021-10-26,810.25,New ATH,0,Industrials,Construction & Engineering,6811.0,Mid Cap
GOKEX,2021-11-11,254.65,New ATH,0,Energy,Energy - Renewable,6585.0,Mid Cap
SUPRAJIT,2021-10-18,391.95,New ATH,0,Auto Ancillary, Auto Components,6405.0,Mid Cap
VIPIND,2021-11-11,656.55,New ATH,0,Capital Goods,Industrial Machinery,6309.0,Mid Cap
GREENLAM,2021-11-11,156.49,New ATH,0,Consumer Goods, Wood Products,6109.0,Mid Cap
PARAS,2021-10-22,1198.3,New ATH,0,Healthcare,Pharmaceuticals,5679.0,Mid Cap
TARC,2021-11-10,53.65,New ATH,0,Consumer Goods,Consumer Goods,5396.0,Mid Cap
PRICOLLTD,2021-11-12,120.3,New ATH,0,Consumer Goods,Consumer Goods,5267.0,Mid Cap
INDIAGLYCO,2021-11-11,1006.85,New ATH,0,Materials,Chemicals,5198.0,Mid Cap
ANUP,2021-11-08,551.38,New ATH,0,Consumer Goods, Specialty Chemicals,5193.0,Mid Cap
FIEMIND,2021-11-10,650.42,New ATH,0,Capital Goods,Auto Components,5133.0,Mid Cap
STYRENIX,2021-10-18,1833.6,New ATH,0,Materials,Chemicals,5123.0,Mid Cap
PDSL,2021-11-12,292.35,New ATH,0,Industrials, Logistics,5076.0,Mid Cap
OPTIEMUS,2021-10-18,386.85,New ATH,0,Technology,IT Services,5006.0,Mid Cap
MTARTECH,2021-11-12,1901.65,New ATH,0,Capital Goods,Industrial Machinery,4524.0,Small Cap
GOKULAGRO,2021-11-10,72.33,New ATH,0,Basic Materials,Agricultural Inputs,4515.0,Small Cap
NEOGEN,2021-10-19,1369.3,New ATH,0,Materials,Biotechnology,4108.0,Small Cap
GREENPANEL,2021-11-09,406.95,New ATH,0,Consumer Cyclical   ,Home Furnishings,3889.0,Small Cap
DPABHUSHAN,2021-11-11,287.0,New ATH,0,Consumer Cyclical,Distributors,3708.0,Small Cap
JAMNAAUTO,2021-11-10,110.35,New ATH,0,Consumer Cyclical,Auto Manufacturers,3608.0,Small Cap
GOLDIAM,2021-10-27,219.33,New ATH,0,Materials,Jewelry,3602.0,Small Cap
POLYPLEX,2021-10-18,1932.45,New ATH,0,Materials,Chemicals,3488.0,Small Cap
KDDL,2021-11-09,613.05,New ATH,0,Consumer Cyclical,Consumer Electronics & Appliances,3465.0,Small Cap
GOODLUCK,2021-10-22,322.5,New ATH,0,Industrials         ,Steel Tubes & Pipes,3380.0,Small Cap
VISHNU,2021-11-09,184.0,New ATH,0,Financial Services,Asset Management,3340.0,Small Cap
ALLCARGO,2021-11-08,93.75,New ATH,0,Industrials         ,Integrated Logistics & Supply Chain,3326.0,Small Cap
HLEGLAS,2021-10-14,1462.07,New ATH,0,Materials,Glass & Glass Products,2953.0,Small Cap
POKARNA,2021-11-10,662.8,New ATH,0,Industrials,Construction Materials,2923.0,Small Cap
VIMTALABS,2021-11-08,191.57,New ATH,0,Healthcare           ,Pharmaceuticals - Formulations,2919.0,Small Cap
ARVSMART,2021-11-04,236.65,New ATH,0,Technology,Software - Application,2863.0,Small Cap
PAISALO,2021-10-19,55.33,New ATH,0,Financial Services  ,Specialized Finance,2850.0,Small Cap
DEEPINDS,2021-11-09,82.68,New ATH,0,Materials           ,Chemicals & Additives,2771.0,Small Cap
COSMOFIRST,2021-10-14,1092.23,New ATH,0,Financial Services, Consumer Finance,2690.0,Small Cap
TCIEXP,2021-11-02,2003.35,New ATH,0,Industrials         ,Logistics & Express Delivery,2682.0,Small Cap
XPROINDIA,2021-11-11,517.13,New ATH,0,Materials           ,Packaging Materials (Plastic Films),2620.0,Small Cap
CARYSIL,2021-11-10,837.85,New ATH,0,Materials,Chemicals,2472.0,Small Cap
SASKEN,2021-10-21,1508.5,New ATH,0,Information Technology,IT Services & Consulting,2195.0,Small Cap
HINDWAREAP,2021-11-09,477.9,New ATH,0,Industrials, Building Products,2156.0,Small Cap
INDOTHAI,2021-11-12,11.4,New ATH,0,Consumer Discretionary,Textiles - Apparel,2101.0,Small Cap
JYOTISTRUC,2021-10-20,20.85,New ATH,0,Industrials          ,Engineering & Construction Services,2036.0,Small Cap
SEAMECLTD,2021-10-18,1247.0,New ATH,0,Materials,Building Materials - Cement,2033.0,Small Cap
STOVEKRAFT,2021-10-18,1098.85,New ATH,0,Consumer Discretionary,Consumer Durables & Apparel - Home Appliances,1967.0,Small Cap
NELCO,2021-10-19,960.1,New ATH,0,Industrials,Auto Components,1931.0,Small Cap
AMRUTANJAN,2021-11-08,992.05,New ATH,0,Consumer Staples,Household Products,1926.0,Small Cap
APOLLOPIPE,2021-10-18,656.92,New ATH,0,Industrials, Industrial Machinery,1870.0,Small Cap
KERNEX,2021-11-12,100.25,New ATH,0,Industrials,Electrical Equipment  ,1697.0,Small Cap
MMFL,2021-11-11,464.2,New ATH,0,Consumer Staples, Packaged Foods & Meats,1692.0,Small Cap
YUKEN,2021-10-14,660.2,New ATH,0,Industrials,Industrial Machinery  ,1342.0,Small Cap
GNA,2021-10-14,538.4,New ATH,0,Industrials,Industrial Conglomerates  ,1308.0,Small Cap
BARBEQUE,2021-11-09,1913.1,New ATH,0,Consumer Discretionary,Restaurants  ,1202.0,Small Cap
PASHUPATI,2021-10-19,94.8,New ATH,0,Materials,Metal & Glass Containers,1101.0,Small Cap
AVTNPL,2021-10-18,90.6,New ATH,0,Consumer Cyclical,Building Products & Equipment,1096.0,Small Cap
OSWALAGRO,2021-11-12,20.95,New ATH,0,Consumer Staples,Agriculture & Allied  ,1085.0,Small Cap
GULPOLY,2021-10-14,262.54,New ATH,0,Materials,Polymers & Plastics  ,1039.0,Small Cap
CREATIVE,2021-11-02,405.45,New ATH,0,Communication Services,Advertising,981.0,Small Cap
ADSL,2021-11-11,128.75,New ATH,0,Telecommunications,Telecom Services,914.0,Small Cap
JINDALPHOT,2021-11-11,310.25,New ATH,0,Industrials,Industrial Conglomerates,880.0,Small Cap
JITFINFRA,2021-10-14,321.2,New ATH,0,Financial Services,Financial Services,859.0,Small Cap
JPOLYINVST,2021-11-12,275.45,New ATH,0,Financial Services,Asset Management & Custody Banks,802.0,Small Cap
GRSE,2021-11-11,272.8,New ATH,0,Chemicals,Specialty Chemicals,,Unknown
BBL,2021-11-11,935.88,New ATH,0,Financial Services,Investment Banking & Brokerage,,Unknown
RPGLIFE,2021-11-01,719.3,New ATH,0,Healthcare,Life Sciences Tools & Services,,Unknown
TIMKEN,2021-11-12,1994.45,New ATH,0,Industrials,Industrial Machinery,,Unknown
RELAXO,2021-11-04,1436.2,New ATH,0,Consumer Discretionary,    Footwear,,Unknown
PRINCEPIPE,2021-11-09,859.2,New ATH,0,Industrials         ,Building Products,,Unknown
NAM-INDIA,2021-10-20,461.05,New ATH,0,Industrial,Mining & Minerals,,Unknown
PGHH,2021-11-12,14867.3,New ATH,0,Consumer Goods,Luxury Goods & Personal Care,,Unknown
VOLTAMP,2021-11-11,1934.25,New ATH,0,Industrials,Electrical Components & Equipment,,Unknown
INGERRAND,2021-11-11,1275.25,New ATH,0,Industrials,Engineering - Industrial Equipment,,Unknown
THANGAMAYL,2021-10-21,689.92,New ATH,0,Consumer Goods,Jewellery,,Unknown
VMART,2021-10-18,1124.15,New ATH,0,Consumer Discretionary, Retail,,Unknown
ORIENTCEM,2021-11-04,182.55,New ATH,0,Materials,Building Materials & Fixtures,,Unknown
HOMEFIRST,2021-11-02,744.3,New ATH,0,Financial Services,Housing Finance,,Unknown
VRLLOG,2021-11-11,524.2,New ATH,0,Transportation,Road & Rail,,Unknown
ORIENTELEC,2021-11-08,392.35,New ATH,0,Capital Goods,Electrical Equipment,,Unknown
NAHARSPING,2021-11-10,574.95,New ATH,0,Consumer Cyclical,Textile Manufacturing,,Unknown
POWERINDIA,2021-10-18,2664.6,New ATH,0,Capital Goods,Industrial Equipment,,Unknown
NITINSPIN,2021-11-09,281.15,New ATH,0,Materials,Textiles - Spinning,,Unknown
PAGEIND,2021-11-12,40439.95,New ATH,0,Consumer Goods,Fashion Retail,,Unknown
WEL,2021-11-12,12.0,New ATH,0,Consumer Discretionary,Consumer Durables - Footwear & Accessories,,Unknown
LAOPALA,2021-11-09,356.0,New ATH,0,Consumer Discretionary,Glassware & Home Products,,Unknown
UGROCAP,2021-10-26,185.0,New ATH,0,Financial Services, Consumer Finance,,Unknown
AMIORG,2021-10-18,697.15,New ATH,0,Materials,Chemicals - Organic,,Unknown
SBICARD,2021-10-18,1140.75,New ATH,0,Financial Services,Financial Services – Credit Cards,,Unknown
