Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
GOODLUCK,2021-11-15,301.55,Within 10% of ATH,10,Industrials         ,Steel Tubes & Pipes,3376.0,Small Cap
PSPPROJECT,2021-12-10,530.0,Within 10% of ATH,10,Industrials         ,Construction & Engineering,3182.0,Small Cap
SAGCEM,2021-11-16,277.45,Within 10% of ATH,10,Materials           ,Cement & Building Materials,3104.0,Small Cap
ARVSMART,2021-12-13,221.8,Within 10% of ATH,10,Technology,Software - Application,2880.0,Small Cap
PAISALO,2021-11-23,51.44,Within 10% of ATH,10,Financial Services  ,Specialized Finance,2858.0,Small Cap
HGS,2021-12-09,1604.2,Within 10% of ATH,10,Information Technology,BPO & IT Services,2617.0,Small Cap
THEJO,2021-12-02,1199.5,Within 10% of ATH,10,Industrials,Capital Goods - Electrical Components & Equipment,2559.0,Small Cap
IPL,2021-11-16,322.0,Within 10% of ATH,10,Consumer Discretionary,Media & Entertainment,2453.0,Small Cap
SANGAMIND,2021-12-14,297.15,Within 10% of ATH,10,Materials,Chemicals - Specialty Chemicals,2141.0,Small Cap
VIDHIING,2021-12-14,370.35,Within 10% of ATH,10,Industrials,Capital Goods - Industrial Machinery,2108.0,Small Cap
SPAL,2021-12-13,432.15,Within 10% of ATH,10,Materials,Chemicals - Specialty Chemicals,2095.0,Small Cap
PANAMAPET,2021-11-17,275.55,Within 10% of ATH,10,Materials            ,Chemicals - Petrochemicals,2076.0,Small Cap
SEAMECLTD,2021-12-14,1183.25,Within 10% of ATH,10,Materials,Building Materials - Cement,2031.0,Small Cap
JYOTISTRUC,2021-12-10,19.65,Within 10% of ATH,10,Industrials          ,Engineering & Construction Services,2030.0,Small Cap
AMRUTANJAN,2021-11-17,933.65,Within 10% of ATH,10,Consumer Staples,Household Products,1926.0,Small Cap
APOLLOPIPE,2021-12-02,617.6,Within 10% of ATH,10,Industrials, Industrial Machinery,1853.0,Small Cap
RAMASTEEL,2021-11-15,3.46,Within 10% of ATH,10,Materials, Steel,1727.0,Small Cap
CONFIPET,2021-11-16,82.95,Within 10% of ATH,10,Materials,Chemicals,1702.0,Small Cap
ARMANFIN,2021-12-07,1037.0,Within 10% of ATH,10,Financial Services,Capital Markets,1686.0,Small Cap
SALZERELEC,2021-11-25,221.55,Within 10% of ATH,10,Industrials,Electrical Components & Equipment,1398.0,Small Cap
GTPL,2021-12-10,278.45,Within 10% of ATH,10,Communication Services,Media & Entertainment  ,1337.0,Small Cap
INDORAMA,2021-12-13,55.2,Within 10% of ATH,10,Materials,Chemicals,1306.0,Small Cap
STEELXIND,2021-12-14,11.81,Within 10% of ATH,10,Materials,Steel,1302.0,Small Cap
DSSL,2021-12-10,155.95,Within 10% of ATH,10,Industrials,Industrial Conglomerates  ,1281.0,Small Cap
AYMSYNTEX,2021-11-17,109.65,Within 10% of ATH,10,Materials,Chemicals,1258.0,Small Cap
MANALIPETC,2021-11-15,125.0,Within 10% of ATH,10,Consumer Cyclical,Household Products,1215.0,Small Cap
ANDHRSUGAR,2021-11-15,130.13,Within 10% of ATH,10,Consumer Defensive,Food Products,1053.0,Small Cap
ADSL,2021-11-23,120.9,Within 10% of ATH,10,Telecommunications,Telecom Services,914.0,Small Cap
UNIENTER,2021-11-16,128.75,Within 10% of ATH,10,Consumer Cyclical,Commercial Services & Supplies,,Unknown
NAHARSPING,2021-11-16,542.3,Within 10% of ATH,10,Consumer Cyclical,Textile Manufacturing,,Unknown
SBILIFE,2021-12-14,1188.55,Within 10% of ATH,10,Financial Services,Insurance – Life,,Unknown
JAGSNPHARM,2021-12-14,72.74,Within 10% of ATH,10,Health Care,Pharmaceuticals  ,,Unknown
FINOPB,2021-11-15,515.75,Within 10% of ATH,10,Financial Services,Financial Services - Non-Banking Finance Company (NBFC),,Unknown
IRFC,2021-11-15,24.3,Within 10% of ATH,10,Financial Services,Rail Finance & Infrastructure,,Unknown
BSHSL,2021-12-09,32.13,Within 10% of ATH,10,Consumer Discretionary,Household Durables  ,,Unknown
EQUITASBNK,2021-11-25,65.8,Within 10% of ATH,10,Financials,Financial Services,,Unknown
CANFINHOME,2021-11-15,668.4,Within 10% of ATH,10,Financial Services,        Financial Services - Housing Finance,,Unknown
MAHSCOOTER,2021-11-15,4425.3,Within 10% of ATH,10,Consumer Discretionary,Auto Components,,Unknown
ORIENTCEM,2021-11-15,170.65,Within 10% of ATH,10,Materials,Building Materials & Fixtures,,Unknown
BDL,2021-11-17,213.43,Within 10% of ATH,10,Defense & Aerospace,Defense Manufacturing,,Unknown
RPGLIFE,2021-11-15,663.1,Within 10% of ATH,10,Healthcare,Life Sciences Tools & Services,,Unknown
ICICIGI,2021-11-15,1536.55,Within 10% of ATH,10,Financial Services,Insurance – General Insurance,,Unknown
NAM-INDIA,2021-11-17,419.2,Within 10% of ATH,10,Industrial,Mining & Minerals,,Unknown
VRLLOG,2021-11-25,488.35,Within 10% of ATH,10,Transportation,Road & Rail,,Unknown
