SYMBOL,AVG_DELIV_QTY,NEW_DELIV_QTY,PCT_DEVIATION
SBIETFCON,3325.3,1411,-57.57
SBIETFIT,71435.5,20209,-71.71
SBISILVER,387835.0,673104,73.55
SCILAL,424220.4,177633,-58.13
SDBL,574788.8,1020893,77.61
SDL26BEES,21223.0,5099,-75.97
SEAMECLTD,6829.2,10343,51.45
SECURKLOUD,29726.88,11850,-60.14
SELAN,20041.5,35123,75.25
SELECTIPO,25268.6,6438,-74.52
SENORES,107445.5,1595915,1385.33
SENSEXADD,1578.2,731,-53.68
SENSEXETF,11262.4,3784,-66.4
SESHAPAPER,12727.82,3886,-69.47
SETF10GILT,8527.27,2696,-68.38
SETFNIFBK,70429.36,9712,-86.21
SGIL,19966.36,31155,56.04
SHAHALLOYS,8630.09,43458,403.56
SHAILY,28319.73,11286,-60.15
SHAKTIPUMP,144684.36,222903,54.06
SHALPAINTS,39064.82,95424,144.27
SHANKARA,42257.36,19277,-54.38
SHANTIGEAR,40769.45,153810,277.27
SHIVALIK,28631.91,5901,-79.39
SHIVATEX,3934.18,6974,77.27
SHOPERSTOP,157081.09,11775,-92.5
SHREERAMA,64434.73,31070,-51.78
SHRIRAMPPS,464990.82,867308,86.52
SHYAMMETL,320881.36,774120,141.25
SIGNPOST,86120.64,17780,-79.35
SIL,29182.45,195483,569.86
SILVER1,359891.64,151275,-57.97
SILVER360,5271.18,1784,-66.16
SILVERADD,613112.27,143510,-76.59
SILVERTUC,21283.82,32841,54.3
SILVRETF,169835.0,48657,-71.35
SIMPLEXINF,161867.09,45406,-71.95
SINTERCOM,58592.64,6392,-89.09
SIS,39696.91,19401,-51.13
SKYGOLD,543169.64,1102759,103.02
SMARTLINK,2925.0,6088,108.14
SMARTWORKS,2171598.67,467512,-78.47
SMCGLOBAL,81695.45,35935,-56.01
SMLISUZU,86631.36,175603,102.7
SMSLIFE,3441.0,721,-79.05
SOBHA,206388.36,55445,-73.14
SONACOMS,2387251.55,898120,-62.38
SONAMLTD,73207.18,20332,-72.23
SPAL,15792.73,66773,322.81
SPENCERS,74500.0,30989,-58.4
SPIC,288723.18,3469913,1101.81
SPLPETRO,8734.45,60964,597.97
SREEL,2617.18,609,-76.73
SRF,213457.73,347394,62.75
SRM,82801.55,20965,-74.68
SSWL,131046.82,42568,-67.52
STALLION,825942.0,408253,-50.57
STARCEMENT,444758.82,98837,-77.78
STARPAPER,17631.36,2229,-87.36
STARTECK,1999.45,4969,148.52
STEELCITY,6674.64,2427,-63.64
STEL,1845.64,3328,80.32
STERTOOLS,108084.45,46141,-57.31
STYLAMIND,27163.09,62416,129.78
SUDARSCHEM,38684.82,76156,96.86
SUKHJITS,11550.91,26796,131.98
SUMIT,28667.0,6824,-76.2
SUMMITSEC,3380.91,5674,67.82
SUNCLAY,7561.18,1148,-84.82
SUNDARAM,250678.82,564898,125.35
SUNDARMFIN,36316.45,14984,-58.74
SUNTV,169579.91,75329,-55.58
SUPERSPIN,102298.18,48199,-52.88
SURAJLTD,2030.0,4075,100.74
SURANASOL,58602.73,26357,-55.02
SURYAROSNI,127785.64,310585,143.05
SUTLEJTEX,91014.67,20558,-77.41
SVPGLOB,92716.44,232879,151.17
SWARAJENG,28604.09,12763,-55.38
TAINWALCHM,16139.64,5440,-66.29
TAJGVK,100685.27,31058,-69.15
TARACHAND,120791.0,50631,-58.08
TARC,300134.55,130683,-56.46
TARMAT,68260.91,14060,-79.4
TASTYBITE,934.45,1548,65.66
TATACOMM,295131.91,61364,-79.21
TATACONSUM,573698.18,2551299,344.71
TATAMOTORS,3331963.73,5406183,62.25
TATVA,61845.55,20468,-66.9
TBOTEK,70830.18,25107,-64.55
TCI,23891.18,7114,-70.22
TCPLPACK,3620.36,1555,-57.05
TEAMLEASE,24228.64,7117,-70.63
TECH,636093.82,54446,-91.44
TEGA,270220.27,51439,-80.96
THANGAMAYL,18061.27,8197,-54.62
THEINVEST,22196.64,98892,345.53
THELEELA,677878.64,276908,-59.15
THEMISMED,46418.82,105052,126.31
THERMAX,89689.0,21586,-75.93
THYROCARE,55964.09,405472,624.52
TI,1445568.36,2319761,60.47
TIIL,25044.0,5321,-78.75
TIINDIA,301256.55,91227,-69.72
TIMKEN,91862.0,164277,78.83
TIPSFILMS,3512.18,996,-71.64
TIPSMUSIC,158961.18,64952,-59.14
TNIDETF,64716.55,27625,-57.31
TOKYOPLAST,5479.55,57207,944.01
TOP15IETF,40496.27,15673,-61.3
TRACXN,245415.64,89951,-63.35
TRAVELFOOD,1070612.78,262937,-75.44
TREL,99123.0,38096,-61.57
TRENT,321623.36,613902,90.88
TRF,12542.09,5167,-58.8
TRIDENT,2460325.09,4218987,71.48
TRITURBINE,432693.27,161790,-62.61
TTKHLTCARE,2944.64,4738,60.9
TVSMOTOR,330324.73,125367,-62.05
UBL,96415.36,295294,206.27
UDS,371627.64,137920,-62.89
UFO,59898.18,29111,-51.4
UJJIVANSFB,4324301.64,7929210,83.36
UNICHEMLAB,30244.73,9764,-67.72
UNIONGOLD,4655.82,1392,-70.1
UNITEDPOLY,327988.55,1047798,219.46
UNITEDTEA,4277.36,569,-86.7
UNIVASTU,103288.36,29259,-71.67
UNIVCABLES,23865.27,3252,-86.37
USHAMART,170405.0,53480,-68.62
USK,49338.18,119294,141.79
UTINEXT50,26770.55,57863,116.14
UTISXN50,2209.73,468,-78.82
UTTAMSUGAR,17940.09,29311,63.38
V2RETAIL,19850.36,35835,80.53
VADILALIND,5516.27,10606,92.27
VAL30IETF,57508.27,151663,163.72
VALIANTLAB,89834.64,26173,-70.87
VARROC,74191.91,36758,-50.46
VASCONEQ,863306.64,344966,-60.04
VERANDA,390031.27,1070596,174.49
VERTOZ,270444.78,106173,-60.74
VESUVIUS,59634.82,134120,124.9
VIJAYA,54534.55,374016,585.83
VIMTALABS,204765.73,92562,-54.8
VINATIORGA,22850.27,34280,50.02
VIPCLOTHNG,227294.09,46088,-79.72
VIPIND,721845.64,105366,-85.4
VISHWARAJ,119419.73,192549,61.24
VIVIDHA,257125.73,125639,-51.14
VMART,52339.91,318109,507.78
VPRPL,461733.18,191571,-58.51
VRLLOG,89468.27,41940,-53.12
VSSL,20356.55,116977,474.64
VSTL,19062.73,9381,-50.79
WAAREERTL,542690.36,131112,-75.84
WABAG,191846.0,493772,157.38
WEL,181883.82,72328,-60.23
WELCORP,189126.27,371779,96.58
WENDT,25713.0,45555,77.17
WHIRLPOOL,171091.91,41074,-75.99
WINDLAS,18094.64,132204,630.63
WORTH,21439.36,181067,744.55
WSTCSTPAPR,49818.45,23992,-51.84
XCHANGING,63879.64,99772,56.19
XELPMOC,5359.45,11396,112.63
ZFCVINDIA,3352.27,9976,197.59
ZIMLAB,301306.18,57383,-80.96
ZODIACLOTH,6043.73,10451,72.92
ZOTA,30505.45,10733,-64.82
ZYDUSWELL,34832.82,59579,71.04
