SYMBOL,AVG_TTL_TRD_QNTY,NEW_TTL_TRD_QNTY,PCT_DEVIATION
RAJSREESUG,26421.82,8142,-69.18
RAMCOIND,139358.36,268464,92.64
RAMRAT,73862.64,194506,163.33
RANEHOLDIN,14538.91,5149,-64.58
RAYMOND,869733.36,293604,-66.24
RBA,848562.91,402466,-52.57
RBLBANK,14277723.09,36143299,153.14
REDINGTON,1777087.82,4980076,180.24
REDTAPE,719708.18,246442,-65.76
REGENCERAM,10306.64,1552,-84.94
RELAXO,233645.91,368551,57.74
RELIABLE,27478.55,70077,155.02
RELIGARE,2706131.09,1140706,-57.85
RGL,210326.18,921226,338.0
RHIM,1427220.09,552710,-61.27
RIIL,70899.0,189690,167.55
RKEC,55934.27,13703,-75.5
RKFORGE,517844.0,989315,91.04
RML,20767.91,9577,-53.89
ROHLTD,147310.27,34096,-76.85
ROSSELLIND,38750.36,9894,-74.47
ROSSTECH,197677.18,54598,-72.38
ROUTE,160577.82,63213,-60.63
RPEL,92863.0,17148,-81.53
RPPL,57688.0,28375,-50.81
RPTECH,120366.55,47334,-60.68
RRKABEL,478513.0,223788,-53.23
RSWM,30803.82,78708,155.51
RSYSTEMS,93200.27,178122,91.12
RUCHIRA,48258.73,21981,-54.45
RUSHIL,617695.91,259188,-58.04
RUSTOMJEE,61495.36,11998,-80.49
SADBHIN,163064.45,248229,52.23
SAFARI,16922.0,33881,100.22
SAGCEM,755039.09,132199,-82.49
SAGILITY,20356898.0,182859754,798.27
SALSTEEL,59869.91,1143184,1809.45
SAMBHAAV,220396.73,100819,-54.26
SAMBHV,15631157.09,3600860,-76.96
SAMPANN,211412.55,12501,-94.09
SANATHAN,139097.55,40773,-70.69
SANDHAR,93305.64,36730,-60.63
SANGHIIND,349284.82,637603,82.55
SANGHVIMOV,162771.55,744725,357.53
SAPPHIRE,1698799.82,369401,-78.26
SAREGAMA,1325148.73,556710,-57.99
SARVESHWAR,2486754.55,3903184,56.96
SASTASUNDR,20077.09,3779,-81.18
SAURASHCEM,1218618.73,2189522,79.67
SBICARD,1035484.91,1750487,69.05
SBIETFPB,4067.55,2026,-50.19
SBIETFQLTY,2308.73,13152,469.66
SBILIFE,972657.91,1570804,61.5
SBISILVER,669912.18,1118714,66.99
SCHAEFFLER,90570.64,43812,-51.63
SCILAL,1011488.55,244466,-75.83
SCODATUBES,715418.82,287814,-59.77
SEAMECLTD,23579.55,38438,63.01
SECURKLOUD,30555.55,9333,-69.46
SELAN,61971.64,28691,-53.7
SELECTIPO,26127.82,6470,-75.24
SENORES,1336483.45,426977,-68.05
SENSEXADD,2974.64,5620,88.93
SETFNIF50,420389.45,1037069,146.69
SETFNIFBK,57097.55,23589,-58.69
SHALPAINTS,178986.8,80517,-55.02
SHANKARA,339030.5,547570,61.51
SHANTIGEAR,177065.9,87807,-50.41
SHARDACROP,2186126.7,481433,-77.98
SHARDAMOTR,195423.4,41501,-78.76
SHIVALIK,82599.5,132119,59.95
SHIVAMAUTO,137693.0,38852,-71.78
SHIVAMILLS,7907.9,2169,-72.57
SHK,516466.7,938235,81.66
SHOPERSTOP,159719.6,22310,-86.03
SHYAMMETL,936376.1,352494,-62.36
SIGACHI,5394463.6,1600490,-70.33
SIGNPOST,87505.2,21825,-75.06
SIKKO,46334.9,72776,57.07
SIL,84446.8,36932,-56.27
SILINV,1746.2,5354,206.61
SILVER,513756.0,1115215,117.07
SILVER1,462163.9,1541127,233.46
SILVERADD,528468.9,257403,-51.29
SILVERCASE,1386003.1,2310944,66.73
SINCLAIR,339603.7,104796,-69.14
SINTERCOM,161999.4,14798,-90.87
SIS,41201.9,380314,823.05
SKIPPER,291793.4,1627267,457.68
SMARTWORKS,3650282.8,261400,-92.84
SMCGLOBAL,118253.1,48212,-59.23
SMLISUZU,265428.8,132593,-50.05
SMLT,9401.18,16117,71.44
SMSLIFE,4507.55,795,-82.36
SNXT30BEES,4839.45,7596,56.96
SOFTTECH,9239.09,53747,481.73
SOLARA,194728.36,88498,-54.55
SOLARINDS,118449.09,202685,71.12
SOMICONVEY,10886.45,3820,-64.91
SONAMLTD,116055.36,18904,-83.71
SONATSOFTW,527312.09,1961329,271.95
SOTL,34948.91,13391,-61.68
SPANDANA,302774.82,83781,-72.33
SPARC,357145.73,152211,-57.38
SPECIALITY,47971.09,15488,-67.71
SPECTRUM,3349.73,7788,132.5
SPIC,3361453.27,1628117,-51.57
SPLPETRO,34241.91,100422,193.27
SPMLINFRA,1085857.91,3733642,243.84
SREEL,3060.64,1228,-59.88
SRGHFL,5426.55,1237,-77.2
SRM,178396.36,60491,-66.09
STALLION,1638617.75,6932253,323.05
STARPAPER,19118.73,7466,-60.95
STEELCAS,29251.0,356002,1117.06
STEELCITY,11104.64,16850,51.74
STEELXIND,4988066.27,1824018,-63.43
STERTOOLS,312735.73,81237,-74.02
STYLAMIND,67008.0,21584,-67.79
SUDARSCHEM,837230.64,386067,-53.89
SUKHJITS,16032.82,4865,-69.66
SUMMITSEC,11555.27,4292,-62.86
SUNCLAY,10792.91,3502,-67.55
SUNDARMFIN,43446.0,113325,160.84
SUNDARMHLD,181655.55,90383,-50.24
SUNDRMBRAK,19206.09,2219,-88.45
SUNPHARMA,1528478.27,3233087,111.52
SUPERSPIN,198107.45,13497,-93.19
SUPREME,65540.45,21797,-66.74
SURANASOL,122580.45,59870,-51.16
SURANAT&P,72881.36,310157,325.56
SUTLEJTEX,123876.55,42940,-65.34
SWANENERGY,3490843.0,989694,-71.65
SWELECTES,37974.91,11484,-69.76
SWIGGY,17046220.45,8479325,-50.26
SWSOLAR,4272706.64,1138787,-73.35
SYNGENE,1872359.0,856999,-54.23
TAINWALCHM,118424.45,14548,-87.72
TAJGVK,168992.64,72399,-57.16
TALBROAUTO,53748.64,110370,105.34
TANLA,808249.27,325939,-59.67
TARACHAND,123460.36,759613,515.27
TARMAT,72357.73,27895,-61.45
TATACHEM,1780414.55,772958,-56.59
TATAINVEST,53419.55,96573,80.78
TATAMOTORS,9279881.09,18723710,101.77
TBZ,385217.0,158405,-58.88
TCI,47174.27,21621,-54.17
TDPOWERSYS,595833.18,1586663,166.29
TGBHOTELS,143637.09,15698,-89.07
THEINVEST,77569.18,17982,-76.82
THELEELA,1004711.73,154822,-84.59
THERMAX,503590.91,170040,-66.23
THYROCARE,296977.27,143952,-51.53
TI,10027919.36,2474633,-75.32
TIMESGTY,185842.0,77533,-58.28
TINNARUBR,55444.73,12929,-76.68
TIPSMUSIC,189781.09,491951,159.22
TMB,94300.64,152114,61.31
TOKYOPLAST,32529.55,4298,-86.79
TOP10ADD,271665.27,2688290,889.56
TORNTPHARM,603313.45,261716,-56.62
TOTAL,7489.36,2234,-70.17
TOUCHWOOD,6227.0,1768,-71.61
TRANSWORLD,18287.45,5629,-69.22
TRAVELFOOD,1108895.18,299125,-73.02
TREL,145548.45,69415,-52.31
TRF,18244.55,9023,-50.54
TRIGYN,42726.36,7533,-82.37
TRITURBINE,873244.55,315045,-63.92
TTKPRESTIG,86337.0,36171,-58.1
TVSHLTD,8486.91,14072,65.81
TVSMOTOR,558719.09,1287444,130.43
TVSSRICHAK,6281.91,1797,-71.39
TVTODAY,121230.36,44700,-63.13
UBL,211987.55,30880,-85.43
UCAL,18219.27,3952,-78.31
UDAICEMENT,1211945.55,432810,-64.29
UDS,549666.55,151085,-72.51
UFO,56674.73,122412,115.99
UNICHEMLAB,33922.09,55478,63.55
UNIENTER,14350.55,3977,-72.29
UNIONGOLD,4841.64,1134,-76.58
UNIPARTS,35912.27,62969,75.34
UNITDSPR,861870.91,1486378,72.46
UNITEDTEA,2306.18,894,-61.23
UNIVASTU,89387.27,10579,-88.16
UTIAMC,325300.0,111779,-65.64
UTIBANKETF,441415.91,684195,55.0
UTINIFTETF,47140.18,391036,729.52
UTISENSETF,1484.27,3826,157.77
UYFINCORP,91724.27,744325,711.48
V2RETAIL,39309.91,314301,699.55
VAISHALI,280548.36,88235,-68.55
VAL30IETF,101477.18,47966,-52.73
VARDMNPOLY,276121.82,1040073,276.67
VEDL,3547515.18,7762131,118.8
VERTOZ,433639.64,153770,-64.54
VESUVIUS,143500.18,67636,-52.87
VETO,50161.27,383035,663.61
VHL,795.64,1283,61.25
VIJAYA,858591.0,314926,-63.32
VIKASLIFE,3606719.82,1754282,-51.36
VIPCLOTHNG,304517.09,144609,-52.51
VIPIND,572799.55,189463,-66.92
VISHNU,545635.09,1548285,183.76
VISHWARAJ,218078.55,97801,-55.15
VMART,250824.18,100814,-59.81
VRLLOG,102608.18,203242,98.08
VSTIND,380775.18,127230,-66.59
VSTTILLERS,27210.27,10667,-60.8
VTL,165509.09,343616,107.61
WAAREEENER,2392670.55,3821179,59.7
WAAREERTL,1951289.18,371762,-80.95
WABAG,583387.45,200376,-65.65
WEALTH,3452.27,6670,93.21
WEIZMANIND,5617.45,2325,-58.61
WEL,414812.64,185947,-55.17
WELSPUNLIV,3541042.36,7203500,103.43
WENDT,86858.0,25626,-70.5
WESTLIFE,132980.36,40254,-69.73
WEWIN,5599.09,1740,-68.92
WHEELS,36637.73,17611,-51.93
WILLAMAGOR,6132.82,1418,-76.88
WONDERLA,53539.64,160001,198.85
WORTH,122916.45,32129,-73.86
WSTCSTPAPR,114263.36,45591,-60.1
XELPMOC,8133.91,3033,-62.71
XPROINDIA,42249.27,17253,-59.16
XTGLOBAL,18447.27,6258,-66.08
YASHO,7003.18,18752,167.76
ZENITHEXPO,779.18,102,-86.91
ZENTEC,188447.64,2228698,1082.66
ZFCVINDIA,8456.27,3053,-63.9
ZIMLAB,497154.64,62610,-87.41
ZODIACLOTH,11711.0,1273,-89.13
ZOTA,69482.09,116398,67.52
ZUARI,2336576.0,25118496,975.01
ZUARIIND,153675.18,1037120,574.88
ZYDUSWELL,79657.18,30082,-62.24
