SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
JNKINDIA, EQ, 23-Jul-2025,335.15,337.35,346.1,333.75,338.0,337.55,339.3,132771.0,450.49,4545.0, 85302, 64.25
JOCIL, EQ, 23-Jul-2025,167.61,168.0,174.45,165.0,165.1,165.7,169.58,14581.0,24.73,755.0, 6309, 43.27
JPOLYINVST, EQ, 23-Jul-2025,830.55,836.2,836.2,804.7,810.0,810.45,816.57,6157.0,50.28,739.0, 4354, 70.72
JPPOWER, EQ, 23-Jul-2025,21.42,21.8,22.19,20.86,21.62,21.51,21.56,91552131.0,19742.58,91113.0, 29525075, 32.25
JSFB, EQ, 23-Jul-2025,491.9,475.0,479.95,451.0,457.05,454.8,463.74,1149616.0,5331.18,26466.0, 626014, 54.45
JSL, EQ, 23-Jul-2025,688.9,690.3,691.8,672.15,676.0,675.8,678.75,424347.0,2880.24,14788.0, 178298, 42.02
JSWENERGY, EQ, 23-Jul-2025,531.55,532.95,535.8,531.0,534.75,533.85,533.19,1429888.0,7624.08,22594.0, 711807, 49.78
JSWINFRA, EQ, 23-Jul-2025,317.2,321.0,328.5,320.6,322.0,321.7,324.26,8512821.0,27604.09,88882.0, 3550404, 41.71
JSWSTEEL, EQ, 23-Jul-2025,1030.7,1034.0,1037.8,1025.0,1036.5,1033.8,1030.72,1192492.0,12291.29,41715.0, 630424, 52.87
JTEKTINDIA, EQ, 23-Jul-2025,143.29,144.0,145.9,142.39,145.25,145.38,144.39,312653.0,451.43,5484.0, 146902, 46.99
JTLIND, EQ, 23-Jul-2025,80.96,81.0,81.7,79.0,79.14,79.5,79.94,1588673.0,1270.0,9431.0, 739224, 46.53
JUBLCPL, EQ, 23-Jul-2025,2039.3,2031.3,2167.9,2011.1,2050.1,2065.4,2101.11,19379.0,407.17,3891.0, 8249, 42.57
JUBLFOOD, EQ, 23-Jul-2025,662.1,665.6,667.95,654.7,661.1,658.95,657.7,913822.0,6010.24,33950.0, 571397, 62.53
JUBLINGREA, EQ, 23-Jul-2025,818.85,825.0,825.0,797.85,804.05,801.85,805.41,500530.0,4031.31,15905.0, 303518, 60.64
JUBLPHARMA, EQ, 23-Jul-2025,1210.3,1213.0,1213.0,1180.0,1196.5,1196.5,1196.77,191477.0,2291.54,20524.0, 105533, 55.12
JUNIORBEES, EQ, 23-Jul-2025,731.8,753.75,753.75,709.85,732.7,732.46,730.96,249810.0,1826.0,7508.0, 157291, 62.96
JUNIPER, EQ, 23-Jul-2025,320.05,323.0,323.0,315.0,320.9,321.0,318.99,35898.0,114.51,1499.0, 21338, 59.44
JUSTDIAL, EQ, 23-Jul-2025,865.15,869.6,870.3,860.0,866.0,864.85,864.33,132930.0,1148.96,6362.0, 69266, 52.11
JWL, EQ, 23-Jul-2025,364.05,365.5,366.5,362.0,362.8,362.8,363.53,384495.0,1397.77,11082.0, 163622, 42.56
JYOTHYLAB, EQ, 23-Jul-2025,339.75,342.0,342.3,335.65,340.15,340.0,338.02,276441.0,934.42,16115.0, 147655, 53.41
JYOTICNC, EQ, 23-Jul-2025,1057.4,1050.0,1059.7,1026.1,1032.7,1031.6,1037.46,290381.0,3012.58,19387.0, 150745, 51.91
JYOTISTRUC, EQ, 23-Jul-2025,17.94,17.94,18.01,17.58,17.8,17.76,17.81,8036741.0,1430.95,8614.0, 3665841, 45.61
KABRAEXTRU, EQ, 23-Jul-2025,304.3,304.85,306.4,296.55,300.1,299.45,300.08,32333.0,97.02,1689.0, 19738, 61.05
KAJARIACER, EQ, 23-Jul-2025,1241.6,1254.9,1254.9,1202.2,1214.0,1214.5,1215.17,848289.0,10308.12,65891.0, 594951, 70.14
KAKATCEM, EQ, 23-Jul-2025,175.82,175.82,175.98,173.0,173.0,173.14,173.68,5897.0,10.24,246.0, 3467, 58.79
KALAMANDIR, EQ, 23-Jul-2025,173.92,175.0,177.0,171.36,176.8,176.32,174.1,874628.0,1522.7,15817.0, 469165, 53.64
KALPATARU, EQ, 23-Jul-2025,417.2,418.9,425.6,416.1,419.6,417.4,420.72,165987.0,698.34,8581.0, 75450, 45.46
KALYANIFRG, EQ, 23-Jul-2025,746.8,754.95,778.0,735.0,741.0,741.4,754.64,2696.0,20.35,447.0, 1479, 54.86
KALYANKJIL, EQ, 23-Jul-2025,593.05,596.1,617.65,588.25,614.5,611.8,605.01,6492596.0,39281.02,66690.0, 3435412, 52.91
KAMATHOTEL, EQ, 23-Jul-2025,239.25,238.85,244.74,237.02,244.4,243.72,241.6,66374.0,160.36,1692.0, 35643, 53.70
KAMDHENU, EQ, 23-Jul-2025,29.58,29.72,30.0,29.36,29.78,29.75,29.58,396809.0,117.39,1377.0, 189047, 47.64
KANANIIND, EQ, 23-Jul-2025,2.09,2.07,2.12,2.07,2.08,2.08,2.08,154413.0,3.22,263.0, 115014, 74.48
KANORICHEM, EQ, 23-Jul-2025,92.65,92.8,93.49,90.5,90.5,91.38,92.12,13066.0,12.04,400.0, 7177, 54.93
KANSAINER, EQ, 23-Jul-2025,246.35,245.8,248.4,245.15,246.8,247.05,247.24,205332.0,507.66,8901.0, 141767, 69.04
KAPSTON, EQ, 23-Jul-2025,243.08,243.07,246.2,241.58,241.59,242.33,242.61,5068.0,12.3,162.0, 4013, 79.18
KARURVYSYA, EQ, 23-Jul-2025,271.05,271.45,272.4,267.5,271.7,271.3,270.52,2230559.0,6034.17,38903.0, 1228452, 55.07
KAUSHALYA, EQ, 23-Jul-2025,877.95,864.95,886.5,860.1,865.0,875.0,874.32,3286.0,28.73,453.0, 685, 20.85
KAYNES, EQ, 23-Jul-2025,5783.0,5802.0,5819.5,5723.5,5759.0,5747.5,5763.61,212076.0,12223.23,26496.0, 94848, 44.72
KCP, EQ, 23-Jul-2025,220.93,222.25,222.89,216.7,218.0,218.15,218.88,189018.0,413.72,5648.0, 90383, 47.82
KCPSUGIND, EQ, 23-Jul-2025,34.92,35.24,35.24,34.6,35.04,34.84,34.78,58228.0,20.25,559.0, 39548, 67.92
KDDL, EQ, 23-Jul-2025,2782.4,2805.0,2822.0,2768.0,2805.0,2808.2,2796.68,14200.0,397.13,2721.0, 5903, 41.57
KEC, EQ, 23-Jul-2025,868.15,871.8,874.95,852.0,861.05,857.8,857.96,492505.0,4225.5,24021.0, 255571, 51.89
KECL, EQ, 23-Jul-2025,135.76,135.76,136.84,134.0,134.98,135.05,135.05,72441.0,97.83,1273.0, 37252, 51.42
KEI, EQ, 23-Jul-2025,3990.3,4024.9,4034.4,3881.3,3970.0,3970.3,3958.82,776885.0,30755.44,68129.0, 165436, 21.29
KELLTONTEC, EQ, 23-Jul-2025,142.97,144.0,144.95,139.22,141.68,141.81,141.74,686760.0,973.45,10003.0, 289495, 42.15
KFINTECH, EQ, 23-Jul-2025,1282.4,1285.2,1287.4,1245.0,1259.0,1261.7,1257.54,698772.0,8787.34,31341.0, 352708, 50.48
KHADIM, EQ, 23-Jul-2025,287.15,289.95,294.0,285.3,293.0,292.1,290.39,17131.0,49.75,1049.0, 10113, 59.03
KHANDSE, EQ, 23-Jul-2025,27.83,28.79,28.79,26.75,27.25,26.88,27.34,39338.0,10.75,546.0, 21354, 54.28
KICL, EQ, 23-Jul-2025,5051.0,5080.5,5080.5,5000.0,5005.0,5007.0,5011.77,1577.0,79.04,355.0, 1111, 70.45
KIMS, EQ, 23-Jul-2025,751.15,750.1,772.1,750.1,763.0,763.85,763.91,606746.0,4634.97,44519.0, 305063, 50.28
KINGFA, EQ, 23-Jul-2025,3594.2,3613.2,3690.0,3532.1,3642.0,3670.8,3637.28,17468.0,635.36,3875.0, 6001, 34.35
KIOCL, EQ, 23-Jul-2025,310.7,319.95,368.65,316.8,366.0,358.8,342.44,10005311.0,34262.11,154280.0, 589390, 5.89
KIRIINDUS, EQ, 23-Jul-2025,573.95,574.0,574.6,564.9,568.0,569.45,569.17,144732.0,823.78,7112.0, 72693, 50.23
KIRLOSBROS, EQ, 23-Jul-2025,2084.4,2089.0,2099.8,2056.4,2078.9,2069.5,2071.01,89444.0,1852.39,10128.0, 28669, 32.05
KIRLOSENG, EQ, 23-Jul-2025,908.6,904.05,926.5,901.0,915.9,916.0,915.25,289919.0,2653.49,20704.0, 75997, 26.21
KIRLOSIND, EQ, 23-Jul-2025,4515.1,4525.0,4540.0,4435.2,4453.1,4466.5,4475.97,10193.0,456.24,2537.0, 2280, 22.37
KIRLPNU, EQ, 23-Jul-2025,1317.7,1314.1,1322.8,1278.1,1315.6,1316.6,1305.76,311243.0,4064.1,27177.0, 152195, 48.90
KKCL, EQ, 23-Jul-2025,558.8,561.7,573.85,556.25,562.0,563.1,565.32,87554.0,494.96,5327.0, 34418, 39.31
KMEW, EQ, 23-Jul-2025,1745.1,1744.4,1786.0,1711.2,1772.0,1772.1,1745.5,30057.0,524.65,4584.0, 10095, 33.59
KMSUGAR, EQ, 23-Jul-2025,27.91,28.0,28.0,27.77,27.89,27.85,27.84,35824.0,9.97,243.0, 26056, 72.73
KNRCON, EQ, 23-Jul-2025,225.9,227.6,227.84,223.82,224.5,224.48,224.94,645295.0,1451.54,15905.0, 284928, 44.15
KOHINOOR, EQ, 23-Jul-2025,36.07,35.35,36.37,35.0,35.36,35.32,35.41,88995.0,31.51,1015.0, 47068, 52.89
KOKUYOCMLN, EQ, 23-Jul-2025,116.92,117.39,117.44,115.1,115.63,115.89,116.16,72254.0,83.93,1264.0, 38822, 53.73
KOLTEPATIL, EQ, 23-Jul-2025,452.45,452.5,457.85,441.5,448.15,447.1,447.32,168268.0,752.7,10298.0, 91541, 54.40
KOPRAN, EQ, 23-Jul-2025,177.02,178.03,178.03,175.11,177.2,176.73,176.02,81985.0,144.31,1701.0, 43892, 53.54
KOTAKBANK, EQ, 23-Jul-2025,2160.2,2171.0,2179.8,2156.2,2165.4,2170.4,2169.2,2790541.0,60532.32,94781.0, 2190026, 78.48
KOTARISUG, EQ, 23-Jul-2025,36.97,36.65,36.94,36.3,36.4,36.47,36.55,27589.0,10.08,513.0, 17469, 63.32
KOTHARIPET, EQ, 23-Jul-2025,174.13,176.75,176.75,170.93,172.0,171.67,172.43,120195.0,207.25,3628.0, 89807, 74.72
KOTHARIPRO, EQ, 23-Jul-2025,84.98,85.98,85.99,81.2,81.6,82.39,82.97,21646.0,17.96,541.0, 15968, 73.77
KPEL, EQ, 23-Jul-2025,545.35,550.0,553.0,527.1,531.0,529.95,537.69,439136.0,2361.18,17840.0, 229069, 52.16
KPIGREEN, EQ, 23-Jul-2025,542.4,543.0,544.9,528.0,531.2,529.65,533.08,524739.0,2797.29,20287.0, 277825, 52.95
KPIL, EQ, 23-Jul-2025,1186.0,1191.5,1203.0,1182.0,1193.1,1197.8,1194.13,129148.0,1542.2,20424.0, 75026, 58.09
KPITTECH, EQ, 23-Jul-2025,1256.0,1260.0,1283.8,1260.0,1276.0,1274.1,1273.47,752865.0,9587.54,38873.0, 268761, 35.70
KPRMILL, EQ, 23-Jul-2025,1201.3,1204.7,1245.9,1197.0,1236.8,1239.9,1224.37,466017.0,5705.75,27142.0, 205573, 44.11
KRBL, EQ, 23-Jul-2025,413.55,413.0,416.75,406.05,411.55,409.55,410.29,294148.0,1206.87,9839.0, 97373, 33.10
KRISHANA, EQ, 23-Jul-2025,495.35,495.2,496.85,486.95,493.6,493.0,492.35,102996.0,507.1,4203.0, 51878, 50.37
KRITIKA, EQ, 23-Jul-2025,9.64,9.6,9.75,9.59,9.63,9.62,9.64,107789.0,10.39,522.0, 95582, 88.68
KRITINUT, EQ, 23-Jul-2025,108.7,109.45,113.88,109.3,109.6,109.91,111.63,54252.0,60.56,929.0, 34570, 63.72
KRN, EQ, 23-Jul-2025,849.9,854.4,872.6,842.0,867.0,868.0,862.02,681720.0,5876.58,29641.0, 193301, 28.35
KRONOX, EQ, 23-Jul-2025,182.5,182.0,183.49,180.0,181.3,181.31,181.6,148807.0,270.24,2316.0, 65087, 43.74
KROSS, EQ, 23-Jul-2025,189.92,190.45,191.41,187.6,188.9,188.41,188.83,80731.0,152.45,2559.0, 49064, 60.77
KRSNAA, EQ, 23-Jul-2025,854.4,854.4,862.2,843.0,853.3,856.05,854.54,44660.0,381.64,4559.0, 21111, 47.27
KSB, EQ, 23-Jul-2025,868.5,872.9,887.0,864.0,886.85,884.1,878.96,89974.0,790.84,9119.0, 47143, 52.40
KSCL, EQ, 23-Jul-2025,1121.6,1128.7,1147.2,1114.0,1123.0,1119.8,1131.81,158330.0,1791.99,12849.0, 59655, 37.68
KSHITIJPOL, EQ, 23-Jul-2025,3.22,3.29,3.3,3.15,3.24,3.22,3.22,160723.0,5.17,473.0, 119186, 74.16
KSL, EQ, 23-Jul-2025,919.25,926.6,927.95,914.5,920.0,920.95,920.11,26603.0,244.78,2819.0, 10778, 40.51
KSOLVES, EQ, 23-Jul-2025,342.6,342.6,345.2,339.8,341.0,340.8,342.03,54189.0,185.34,2899.0, 29299, 54.07
KTKBANK, EQ, 23-Jul-2025,190.52,190.85,191.4,188.39,189.56,189.41,189.44,788668.0,1494.09,24060.0, 528715, 67.04
KUANTUM, EQ, 23-Jul-2025,131.27,131.5,133.89,130.0,132.95,132.65,132.02,94104.0,124.23,2687.0, 50727, 53.91
LAGNAM, EQ, 23-Jul-2025,103.77,104.46,104.46,101.75,103.0,102.92,102.69,18213.0,18.7,281.0, 15436, 84.75
LALPATHLAB, EQ, 23-Jul-2025,3004.0,2999.4,3055.1,2980.0,3016.0,3017.2,3025.51,138104.0,4178.35,22604.0, 65640, 47.53
LAMBODHARA, EQ, 23-Jul-2025,137.86,139.44,139.9,136.98,138.0,138.56,138.28,9201.0,12.72,317.0, 6756, 73.43
LANCORHOL, EQ, 23-Jul-2025,22.69,22.8,22.8,21.94,22.35,22.11,22.19,89625.0,19.88,571.0, 67216, 75.00
LANDMARK, EQ, 23-Jul-2025,513.25,513.25,520.35,508.25,514.65,512.05,513.9,34502.0,177.31,3110.0, 17461, 50.61
LAOPALA, EQ, 23-Jul-2025,265.85,265.85,277.25,264.05,274.9,271.65,272.87,279385.0,762.35,9449.0, 142969, 51.17
LATENTVIEW, EQ, 23-Jul-2025,445.0,446.85,454.4,441.5,447.5,448.55,448.11,543180.0,2434.04,18363.0, 180248, 33.18
LATTEYS, EQ, 23-Jul-2025,22.57,22.57,22.97,21.7,22.0,21.99,22.21,81725.0,18.15,474.0, 50423, 61.70
LAURUSLABS, EQ, 23-Jul-2025,823.35,825.0,825.9,817.05,823.4,822.5,821.31,1156632.0,9499.53,44479.0, 554802, 47.97
LAXMICOT, EQ, 23-Jul-2025,27.77,28.24,28.38,26.92,27.4,27.73,27.56,19268.0,5.31,319.0, 10376, 53.85
LAXMIDENTL, EQ, 23-Jul-2025,479.9,482.3,487.7,471.0,472.3,473.55,476.81,123540.0,589.05,7194.0, 47888, 38.76
LEMONTREE, EQ, 23-Jul-2025,157.33,158.6,158.7,155.79,157.25,156.82,157.08,2767256.0,4346.82,36642.0, 1186613, 42.88
LFIC, EQ, 23-Jul-2025,213.35,216.0,216.0,213.0,213.09,213.08,213.11,1875.0,4.0,85.0, 1181, 62.99
LGBBROSLTD, EQ, 23-Jul-2025,1292.5,1299.7,1302.9,1282.1,1292.0,1289.5,1291.24,43753.0,564.96,8655.0, 34136, 78.02
LGHL, EQ, 23-Jul-2025,807.9,836.0,836.0,805.0,806.1,823.6,825.36,57644.0,475.77,955.0, 2359, 4.09
LIBAS, EQ, 23-Jul-2025,13.3,13.5,14.0,13.02,13.78,13.62,13.45,36934.0,4.97,269.0, 23667, 64.08
LICHSGFIN, EQ, 23-Jul-2025,620.2,622.0,623.35,611.85,620.05,619.65,615.89,913197.0,5624.3,23596.0, 348266, 38.14
LICI, EQ, 23-Jul-2025,919.05,922.5,925.45,914.7,923.0,922.0,920.84,625338.0,5758.34,23881.0, 238562, 38.15
LICMFGOLD, EQ, 23-Jul-2025,8985.5,9041.05,9107.0,9041.05,9090.0,9092.1,9077.48,1074.0,97.49,217.0, 759, 70.67
LICNETFGSC, EQ, 23-Jul-2025,28.51,28.46,28.57,28.45,28.54,28.53,28.52,48153.0,13.73,123.0, 30778, 63.92
LICNETFN50, EQ, 23-Jul-2025,277.61,277.74,279.35,277.74,279.34,279.34,278.05,2340.0,6.51,17.0, 1185, 50.64
LICNETFSEN, EQ, 23-Jul-2025,917.64,922.22,922.96,918.66,922.85,922.95,921.75,137.0,1.26,8.0, 137, 100.00
LICNFNHGP, EQ, 23-Jul-2025,279.25,279.25,280.02,279.25,280.0,280.0,279.98,1370.0,3.84,29.0, 1370, 100.00
LICNMID100, EQ, 23-Jul-2025,59.43,59.43,59.67,58.83,59.64,59.53,59.14,19647.0,11.62,103.0, 10978, 55.88
LIKHITHA, EQ, 23-Jul-2025,281.1,281.15,283.35,278.25,279.95,280.0,280.18,40443.0,113.31,1830.0, 21278, 52.61
LINCOLN, EQ, 23-Jul-2025,555.1,556.4,558.85,549.0,551.0,550.6,551.23,16540.0,91.17,780.0, 11203, 67.73
LINDEINDIA, EQ, 23-Jul-2025,6608.0,6610.0,6639.5,6542.5,6593.0,6582.0,6582.17,16383.0,1078.36,4968.0, 9286, 56.68
LIQUID, EQ, 23-Jul-2025,999.99,999.99,1000.0,999.99,999.99,999.99,999.99,49680.0,496.8,112.0, 24203, 48.72
LIQUID1, EQ, 23-Jul-2025,1060.32,1060.48,1060.5,1060.48,1060.48,1060.49,1060.49,261241.0,2770.44,190.0, 167120, 63.97
LIQUIDADD, EQ, 23-Jul-2025,1082.52,1082.5,1094.0,1082.5,1082.69,1082.68,1082.74,1255447.0,13593.17,2311.0, 759348, 60.48
LIQUIDBEES, EQ, 23-Jul-2025,1000.0,1001.55,1001.55,999.99,1000.0,999.99,1000.0,1729881.0,17298.74,3638.0, 1442155, 83.37
LIQUIDBETF, EQ, 23-Jul-2025,1040.01,1040.18,1040.19,1040.15,1040.16,1040.16,1040.17,405045.0,4213.15,469.0, 294066, 72.60
LIQUIDCASE, EQ, 23-Jul-2025,109.59,110.25,110.25,106.3,109.61,109.61,109.61,8258645.0,9052.61,27450.0, 7056314, 85.44
LIQUIDETF, EQ, 23-Jul-2025,1000.0,1000.0,1000.01,999.99,1000.01,1000.0,1000.0,82054.0,820.54,159.0, 53230, 64.87
LIQUIDIETF, EQ, 23-Jul-2025,999.99,1000.0,1000.01,999.99,1000.0,999.99,1000.0,901529.0,9015.28,380.0, 577383, 64.04
LIQUIDPLUS, EQ, 23-Jul-2025,1042.28,1042.46,1042.46,1042.44,1042.46,1042.45,1042.46,5372.0,56.0,30.0, 4342, 80.83
LIQUIDSBI, EQ, 23-Jul-2025,1000.01,1000.0,1000.01,999.99,1000.01,1000.0,1000.01,4222.0,42.22,24.0, 3902, 92.42
LIQUIDSHRI, EQ, 23-Jul-2025,1062.57,1062.72,1062.74,1062.72,1062.72,1062.72,1062.72,20211.0,214.79,36.0, 18365, 90.87
LLOYDSENGG, EQ, 23-Jul-2025,77.82,78.09,79.3,77.13,78.45,78.37,78.41,3904468.0,3061.32,14907.0, 1225394, 31.38
LLOYDSENT, EQ, 23-Jul-2025,81.74,82.1,82.5,81.35,82.1,82.07,81.88,1342625.0,1099.4,7861.0, 564122, 42.02
LLOYDSME, EQ, 23-Jul-2025,1530.8,1537.0,1544.0,1521.0,1528.9,1526.8,1529.04,126817.0,1939.09,14026.0, 53254, 41.99
LMW, EQ, 23-Jul-2025,15709.0,15809.0,15990.0,15651.0,15960.0,15942.0,15905.95,3522.0,560.21,1662.0, 2113, 59.99
LODHA, EQ, 23-Jul-2025,1442.3,1400.0,1404.0,1330.1,1332.0,1334.0,1373.08,17783631.0,244183.56,135612.0, 10931539, 61.47
LOKESHMACH, EQ, 23-Jul-2025,214.99,214.0,216.99,208.69,211.11,210.66,212.16,33421.0,70.91,2584.0, 13399, 40.09
LORDSCHLO, EQ, 23-Jul-2025,228.57,234.55,241.99,218.35,224.01,224.14,231.54,1170688.0,2710.6,29875.0, 454393, 38.81
LOTUSEYE, EQ, 23-Jul-2025,74.99,74.94,75.5,73.5,73.75,73.61,74.17,13371.0,9.92,298.0, 8783, 65.69
LOVABLE, EQ, 23-Jul-2025,98.84,98.84,100.05,96.01,97.0,96.69,97.58,32073.0,31.3,886.0, 20877, 65.09
LOWVOL, EQ, 23-Jul-2025,204.38,204.61,204.99,204.07,204.99,204.99,204.09,999.0,2.04,7.0, 980, 98.10
LOWVOL1, EQ, 23-Jul-2025,20.79,21.3,21.3,20.45,20.91,20.93,20.95,258022.0,54.05,245.0, 251271, 97.38
LOWVOLIETF, EQ, 23-Jul-2025,21.92,22.58,22.58,21.82,22.03,22.03,21.99,815372.0,179.33,950.0, 473440, 58.06
LPDC, EQ, 23-Jul-2025,8.51,8.5,8.5,8.37,8.45,8.44,8.43,17480.0,1.47,104.0, 13132, 75.13
LT, EQ, 23-Jul-2025,3464.6,3476.2,3490.0,3458.6,3483.3,3484.9,3470.5,1192261.0,41377.39,59744.0, 923989, 77.50
LTF, EQ, 23-Jul-2025,209.21,209.91,214.8,208.44,213.5,213.51,212.74,16326707.0,34733.93,99795.0, 6257091, 38.32
LTFOODS, EQ, 23-Jul-2025,497.35,498.3,501.2,485.1,491.0,487.7,491.18,658353.0,3233.67,20939.0, 298081, 45.28
LTGILTBEES, EQ, 23-Jul-2025,28.96,29.0,29.0,28.94,28.96,28.94,28.97,3123419.0,904.74,1135.0, 2219167, 71.05
LTIM, EQ, 23-Jul-2025,5175.5,5200.0,5310.0,5158.5,5285.5,5298.0,5252.55,312770.0,16428.41,31089.0, 143367, 45.84
LTTS, EQ, 23-Jul-2025,4321.8,4329.9,4337.9,4284.9,4304.0,4312.8,4307.02,63881.0,2751.37,10919.0, 33106, 51.82
LUMAXIND, EQ, 23-Jul-2025,4000.9,3964.5,3989.5,3852.2,3855.7,3864.6,3892.72,16211.0,631.05,5381.0, 6689, 41.26
LUMAXTECH, EQ, 23-Jul-2025,1141.5,1141.5,1153.0,1135.0,1141.9,1140.9,1142.03,58047.0,662.92,4712.0, 40876, 70.42
LUPIN, EQ, 23-Jul-2025,1903.2,1905.0,1924.0,1905.0,1917.0,1920.5,1915.31,374768.0,7177.98,27864.0, 168179, 44.88
LUXIND, EQ, 23-Jul-2025,1445.6,1445.6,1456.9,1429.7,1441.0,1439.4,1437.99,17129.0,246.31,2068.0, 10729, 62.64
LXCHEM, EQ, 23-Jul-2025,194.62,196.55,204.0,193.11,204.0,203.0,200.78,1258419.0,2526.65,16836.0, 609220, 48.41
LYKALABS, EQ, 23-Jul-2025,113.7,113.7,114.2,112.26,112.9,112.67,113.06,13368.0,15.11,295.0, 9558, 71.50
M&M, EQ, 23-Jul-2025,3257.2,3260.0,3303.0,3248.0,3265.0,3268.8,3274.46,2159800.0,70721.74,120588.0, 1154275, 53.44
M&MFIN, EQ, 23-Jul-2025,265.55,266.95,266.95,257.05,259.0,259.2,259.1,6752834.0,17496.82,49005.0, 4073167, 60.32
MADHAV, EQ, 23-Jul-2025,46.2,46.2,46.81,44.6,44.88,45.31,45.51,8760.0,3.99,209.0, 5820, 66.44
MADRASFERT, EQ, 23-Jul-2025,89.17,89.95,90.57,89.32,89.97,89.69,89.87,111800.0,100.48,1354.0, 47100, 42.13
MAFANG, EQ, 23-Jul-2025,152.41,153.93,153.93,152.51,153.93,153.93,153.91,319792.0,492.21,4697.0, 299845, 93.76
MAGADSUGAR, EQ, 23-Jul-2025,612.1,612.95,614.25,590.0,591.0,594.9,599.4,21774.0,130.51,1645.0, 13015, 59.77
MAGNUM, EQ, 23-Jul-2025,24.9,25.69,25.69,24.25,24.4,24.39,24.97,74092.0,18.5,352.0, 47220, 63.73
MAHABANK, EQ, 23-Jul-2025,56.38,56.52,56.76,56.07,56.6,56.5,56.32,4428965.0,2494.28,14821.0, 1979820, 44.70
MAHAPEXLTD, EQ, 23-Jul-2025,109.0,109.43,109.79,107.05,108.4,107.91,108.17,5494.0,5.94,272.0, 3882, 70.66
MAHEPC, EQ, 23-Jul-2025,145.86,146.58,151.66,145.11,148.5,149.64,148.91,102623.0,152.82,2222.0, 47395, 46.18
MAHESHWARI, EQ, 23-Jul-2025,61.08,61.5,62.28,60.25,60.45,60.82,61.2,20843.0,12.76,504.0, 13493, 64.74
MAHKTECH, EQ, 23-Jul-2025,23.96,23.36,24.55,23.36,23.78,23.8,24.12,4063906.0,980.4,9042.0, 2409564, 59.29
MAHLIFE, EQ, 23-Jul-2025,385.95,386.1,386.75,376.35,379.05,380.95,379.67,134626.0,511.14,5252.0, 69561, 51.67
MAHLOG, EQ, 23-Jul-2025,407.65,370.0,371.0,352.0,357.5,358.1,362.2,638607.0,2313.05,19913.0, 265140, 41.52
MAHSCOOTER, EQ, 23-Jul-2025,14864.0,14772.0,15150.0,14529.0,14900.0,15014.0,14823.15,12448.0,1845.19,5825.0, 3034, 24.37
MAHSEAMLES, EQ, 23-Jul-2025,704.85,707.95,738.0,705.3,735.0,734.95,727.92,567835.0,4133.38,21565.0, 183665, 32.34
MAITHANALL, EQ, 23-Jul-2025,1134.8,1136.2,1180.0,1125.0,1171.0,1166.5,1146.91,85966.0,985.95,6179.0, 33741, 39.25
MAKEINDIA, EQ, 23-Jul-2025,145.46,149.82,149.82,145.65,146.41,146.31,146.2,24875.0,36.37,191.0, 23419, 94.15
MALLCOM, EQ, 23-Jul-2025,1308.4,1300.0,1336.8,1296.1,1320.0,1316.1,1319.35,18499.0,244.07,2160.0, 8796, 47.55
MALUPAPER, EQ, 23-Jul-2025,41.13,41.0,41.7,40.6,41.31,41.22,40.92,3203.0,1.31,91.0, 1732, 54.07
MAMATA, EQ, 23-Jul-2025,496.55,500.0,501.45,481.85,489.85,486.6,488.56,698218.0,3411.22,13861.0, 196488, 28.14
MANAKALUCO, EQ, 23-Jul-2025,28.6,29.0,34.32,28.84,33.0,33.49,32.78,2996236.0,982.2,9360.0, 730262, 24.37
MANAKCOAT, EQ, 23-Jul-2025,142.2,156.42,156.42,156.42,156.42,156.42,156.42,250884.0,392.43,479.0, 245884, 98.01
MANAKSIA, EQ, 23-Jul-2025,74.83,76.8,85.6,76.4,83.1,83.03,83.03,2077237.0,1724.75,17842.0, 509888, 24.55
MANALIPETC, EQ, 23-Jul-2025,76.39,77.55,77.62,74.76,76.01,76.18,76.02,1291423.0,981.68,8817.0, 296418, 22.95
MANAPPURAM, EQ, 23-Jul-2025,272.05,270.0,274.4,269.8,273.25,273.3,272.58,2714501.0,7399.06,17180.0, 1422236, 52.39
MANBA, EQ, 23-Jul-2025,139.74,139.0,140.94,137.24,138.0,138.36,138.47,47328.0,65.54,634.0, 33946, 71.72
MANCREDIT, EQ, 23-Jul-2025,193.75,192.95,196.1,191.99,193.6,193.92,193.92,35610.0,69.05,804.0, 5909, 16.59
MANGALAM, EQ, 23-Jul-2025,91.83,94.0,94.48,91.7,92.76,92.46,93.08,57835.0,53.83,926.0, 31075, 53.73
MANGCHEFER, EQ, 23-Jul-2025,307.8,309.15,324.8,306.55,322.0,320.0,317.75,932138.0,2961.91,26937.0, 435134, 46.68
MANGLMCEM, EQ, 23-Jul-2025,739.25,742.0,745.05,720.2,726.95,723.1,727.92,31927.0,232.4,3181.0, 20601, 64.53
MANINDS, EQ, 23-Jul-2025,429.6,429.65,446.95,427.6,437.9,438.6,439.06,506445.0,2223.61,15180.0, 236435, 46.69
MANINFRA, EQ, 23-Jul-2025,178.07,179.48,183.7,177.71,182.75,182.81,181.0,482697.0,873.68,13105.0, 232330, 48.13
