SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
DVL, EQ, 23-Jul-2025,351.35,353.75,371.0,348.35,359.7,360.4,361.01,72634.0,262.21,2732.0, 35605, 49.02
DWARKESH, EQ, 23-Jul-2025,47.08,47.24,47.31,45.83,45.83,46.01,46.35,518096.0,240.15,2664.0, 359943, 69.47
DYCL, EQ, 23-Jul-2025,453.0,457.0,471.5,432.0,446.0,444.6,454.31,1317342.0,5984.88,34323.0, 304708, 23.13
DYNAMATECH, EQ, 23-Jul-2025,7232.0,7245.0,7258.0,7150.0,7176.0,7187.5,7186.93,3992.0,286.9,1550.0, 2279, 57.09
DYNPRO, EQ, 23-Jul-2025,353.45,357.0,357.0,343.45,352.9,347.95,349.21,26414.0,92.24,1394.0, 15079, 57.09
E2E, EQ, 23-Jul-2025,2495.4,2370.7,2370.7,2370.7,2370.7,2370.7,2370.7,13392.0,317.48,1491.0, 13392, 100.00
EASEMYTRIP, EQ, 23-Jul-2025,10.48,10.45,10.51,10.4,10.44,10.42,10.43,5462991.0,569.53,8509.0, 2953265, 54.06
EBANKNIFTY, EQ, 23-Jul-2025,57.1,57.1,57.26,56.81,57.26,57.26,57.02,1172.0,0.67,24.0, 816, 69.62
EBBETF0430, EQ, 23-Jul-2025,1528.85,1518.0,1533.0,1482.98,1530.5,1530.87,1528.65,4169.0,63.73,305.0, 2834, 67.98
EBBETF0431, EQ, 23-Jul-2025,1370.97,1372.71,1373.0,1369.06,1371.99,1371.19,1370.96,2065.0,28.31,67.0, 1887, 91.38
EBBETF0433, EQ, 23-Jul-2025,1251.77,1251.0,1252.0,1250.01,1251.2,1251.06,1251.3,2476.0,30.98,51.0, 2454, 99.11
ECAPINSURE, EQ, 23-Jul-2025,23.79,23.82,23.82,23.55,23.72,23.76,23.72,33971.0,8.06,206.0, 29842, 87.85
ECLERX, EQ, 23-Jul-2025,3736.0,3745.0,3785.0,3664.8,3680.0,3681.8,3706.32,37481.0,1389.16,10187.0, 20635, 55.05
ECOSMOBLTY, EQ, 23-Jul-2025,344.3,344.9,358.4,344.35,354.1,353.3,352.89,493911.0,1742.95,19156.0, 152976, 30.97
EDELWEISS, EQ, 23-Jul-2025,112.91,113.4,114.15,109.95,112.89,113.16,112.51,4583661.0,5157.07,29581.0, 1930057, 42.11
EGOLD, EQ, 23-Jul-2025,100.2,100.7,101.5,100.5,101.05,101.5,101.46,150987.0,153.2,162.0, 146805, 97.23
EICHERMOT, EQ, 23-Jul-2025,5439.5,5432.0,5462.0,5422.0,5448.5,5441.5,5442.73,344237.0,18735.9,24869.0, 267541, 77.72
EIDPARRY, EQ, 23-Jul-2025,1167.6,1168.0,1186.9,1151.4,1180.8,1183.7,1176.15,149336.0,1756.41,11562.0, 72848, 48.78
EIEL, EQ, 23-Jul-2025,279.17,280.6,281.4,275.58,278.0,277.9,277.92,2896542.0,8050.15,30324.0, 633462, 21.87
EIHAHOTELS, EQ, 23-Jul-2025,391.7,391.7,394.5,384.35,388.3,388.6,387.87,19123.0,74.17,1317.0, 9758, 51.03
EIHOTEL, EQ, 23-Jul-2025,380.35,381.9,385.0,374.85,384.5,383.95,380.28,232581.0,884.46,8566.0, 126586, 54.43
EIMCOELECO, EQ, 23-Jul-2025,2362.1,2397.5,2397.5,2288.0,2291.3,2302.2,2316.9,12237.0,283.52,2252.0, 6716, 54.88
EKC, EQ, 23-Jul-2025,136.17,136.45,139.7,134.1,138.7,138.06,136.32,248432.0,338.66,3981.0, 131730, 53.02
ELDEHSG, EQ, 23-Jul-2025,769.05,772.1,778.35,759.95,760.05,762.4,764.06,625.0,4.78,98.0, 323, 51.68
ELECON, EQ, 23-Jul-2025,597.3,600.0,612.15,589.0,594.0,594.8,597.8,542548.0,3243.38,18131.0, 209320, 38.58
ELECTCAST, EQ, 23-Jul-2025,113.65,113.7,114.67,112.1,113.89,114.0,113.68,1979406.0,2250.1,15400.0, 973043, 49.16
ELECTHERM, EQ, 23-Jul-2025,1084.4,1065.0,1125.0,1059.9,1070.0,1065.0,1086.41,13211.0,143.53,2243.0, 6758, 51.15
ELGIEQUIP, EQ, 23-Jul-2025,554.2,555.2,596.7,552.05,588.0,589.75,587.18,6798629.0,39920.03,134758.0, 889564, 13.08
ELLEN, EQ, 23-Jul-2025,572.3,576.0,582.95,565.0,567.0,569.6,574.53,625998.0,3596.52,14847.0, 331028, 52.88
EMAMILTD, EQ, 23-Jul-2025,583.45,586.75,587.2,577.3,580.0,580.15,580.63,237653.0,1379.88,19845.0, 146435, 61.62
EMAMIPAP, EQ, 23-Jul-2025,101.12,101.54,101.54,99.05,99.51,99.64,99.8,11830.0,11.81,334.0, 9007, 76.14
EMBDL, EQ, 23-Jul-2025,119.29,119.89,120.5,117.3,119.24,119.09,119.08,2962198.0,3527.31,31638.0, 1127515, 38.06
EMCURE, EQ, 23-Jul-2025,1425.7,1425.7,1458.0,1402.6,1421.4,1425.2,1429.1,215470.0,3079.27,16510.0, 108215, 50.22
EMIL, EQ, 23-Jul-2025,138.13,138.6,138.77,134.75,135.4,135.26,136.46,756758.0,1032.66,8052.0, 345948, 45.71
EMKAY, EQ, 23-Jul-2025,258.15,262.99,262.99,256.62,259.99,259.66,259.76,27400.0,71.17,798.0, 21634, 78.96
EMMBI, EQ, 23-Jul-2025,109.51,109.96,117.0,108.75,112.02,112.44,113.29,80280.0,90.95,1834.0, 36240, 45.14
EMSLIMITED, EQ, 23-Jul-2025,631.6,633.0,634.6,619.95,624.0,622.85,624.08,179004.0,1117.13,9080.0, 89883, 50.21
EMUDHRA, EQ, 23-Jul-2025,817.4,815.0,834.95,804.85,827.15,831.0,822.72,96599.0,794.74,8457.0, 43354, 44.88
EMULTIMQ, EQ, 23-Jul-2025,42.9,42.96,42.96,42.65,42.96,42.89,42.81,12029.0,5.15,195.0, 11601, 96.44
ENDURANCE, EQ, 23-Jul-2025,2616.0,2615.0,2662.7,2591.4,2623.4,2623.2,2630.64,55855.0,1469.35,11812.0, 24452, 43.78
ENGINERSIN, EQ, 23-Jul-2025,242.23,242.95,243.0,238.5,240.4,240.6,240.1,1113272.0,2672.97,15386.0, 363416, 32.64
ENIL, EQ, 23-Jul-2025,149.91,150.65,150.65,146.17,147.87,147.41,147.92,14658.0,21.68,2509.0, 8214, 56.04
ENRIN, EQ, 23-Jul-2025,3042.4,3045.0,3074.1,2976.0,3010.0,3010.6,3007.08,461601.0,13880.7,35541.0, 257598, 55.81
ENTERO, EQ, 23-Jul-2025,1202.3,1199.0,1204.4,1191.1,1199.6,1198.3,1197.01,15439.0,184.81,2146.0, 7930, 51.36
EPACK, EQ, 23-Jul-2025,363.35,364.0,364.0,357.6,359.35,359.85,359.92,346850.0,1248.38,6750.0, 198712, 57.29
EPIGRAL, EQ, 23-Jul-2025,1786.9,1789.9,1819.9,1782.0,1798.9,1802.8,1804.75,46757.0,843.85,9835.0, 28650, 61.27
EPL, EQ, 23-Jul-2025,231.9,232.0,233.44,228.86,232.13,232.43,230.47,279565.0,644.3,11904.0, 144762, 51.78
EQUAL200, EQ, 23-Jul-2025,13.13,13.16,13.16,13.07,13.15,13.15,13.1,12703.0,1.66,88.0, 7428, 58.47
EQUAL50, EQ, 23-Jul-2025,315.68,315.68,316.49,315.68,316.49,316.49,316.36,36.0,0.11,3.0, 36, 100.00
EQUAL50ADD, EQ, 23-Jul-2025,324.68,322.5,327.5,322.5,327.5,327.4,325.55,3217.0,10.47,63.0, 2895, 89.99
EQUITASBNK, EQ, 23-Jul-2025,62.74,62.79,63.5,62.18,62.9,62.64,62.69,3782102.0,2371.09,21681.0, 1931274, 51.06
ERIS, EQ, 23-Jul-2025,1775.7,1785.0,1809.5,1755.7,1766.0,1768.3,1778.97,93395.0,1661.47,17737.0, 52792, 56.53
ESABINDIA, EQ, 23-Jul-2025,5756.5,5756.5,5841.5,5713.5,5786.0,5780.5,5785.72,4158.0,240.57,1272.0, 1934, 46.51
ESAFSFB, EQ, 23-Jul-2025,32.54,32.98,32.98,32.01,32.7,32.5,32.61,729248.0,237.83,1993.0, 202484, 27.77
ESCORTS, EQ, 23-Jul-2025,3443.6,3445.0,3482.0,3422.4,3478.1,3478.8,3464.84,91732.0,3178.37,11642.0, 49345, 53.79
ESG, EQ, 23-Jul-2025,42.71,42.2,43.5,42.2,42.95,42.99,42.9,10380.0,4.45,61.0, 9507, 91.59
ESILVER, EQ, 23-Jul-2025,115.29,116.5,117.1,115.87,117.1,117.09,117.08,96018.0,112.42,108.0, 94860, 98.79
ESSENTIA, EQ, 23-Jul-2025,2.12,2.12,2.14,2.1,2.1,2.1,2.11,1741529.0,36.8,1601.0, 1268760, 72.85
ESTER, EQ, 23-Jul-2025,120.34,120.7,122.05,119.42,121.26,120.76,120.57,119790.0,144.43,2238.0, 64034, 53.46
ETERNAL, EQ, 23-Jul-2025,299.8,298.0,303.55,296.3,302.25,302.05,300.82,68915203.0,207307.71,362344.0, 33523372, 48.64
ETHOSLTD, EQ, 23-Jul-2025,2937.2,2952.7,2959.3,2862.1,2875.0,2867.5,2901.08,22151.0,642.62,4897.0, 13036, 58.85
EUREKAFORB, EQ, 23-Jul-2025,559.35,561.5,563.0,557.0,559.0,560.3,560.16,118686.0,664.83,6400.0, 85155, 71.75
EUROTEXIND, EQ, 23-Jul-2025,14.66,14.64,14.64,14.0,14.57,14.49,14.08,6243.0,0.88,23.0, 5590, 89.54
EVEREADY, EQ, 23-Jul-2025,414.55,415.9,421.9,403.0,420.0,417.9,414.14,460709.0,1908.0,14046.0, 230055, 49.93
EVIETF, EQ, 23-Jul-2025,29.53,29.67,29.76,29.5,29.68,29.69,29.66,12661.0,3.75,227.0, 6634, 52.40
EVINDIA, EQ, 23-Jul-2025,29.5,29.79,29.79,29.44,29.78,29.71,29.64,247472.0,73.35,1128.0, 153352, 61.97
EXCELINDUS, EQ, 23-Jul-2025,1370.7,1362.1,1385.8,1362.1,1384.0,1380.4,1377.9,10675.0,147.09,1311.0, 7060, 66.14
EXICOM, EQ, 23-Jul-2025,171.31,171.95,171.99,169.05,170.4,170.2,170.29,126931.0,216.15,5228.0, 51328, 40.44
EXIDEIND, EQ, 23-Jul-2025,394.25,396.7,398.0,390.8,391.5,391.75,394.15,1972865.0,7776.03,29267.0, 654172, 33.16
EXPLEOSOL, EQ, 23-Jul-2025,1220.8,1226.3,1239.0,1204.9,1232.3,1234.2,1225.6,9731.0,119.26,1125.0, 5345, 54.93
FACT, EQ, 23-Jul-2025,949.75,954.5,958.0,940.1,943.4,943.0,947.12,137693.0,1304.12,9214.0, 41801, 30.36
FAIRCHEMOR, EQ, 23-Jul-2025,948.5,952.8,953.8,936.0,939.0,938.0,943.47,4441.0,41.9,1358.0, 2232, 50.26
FAZE3Q, EQ, 23-Jul-2025,704.3,706.0,737.75,687.3,705.1,706.95,711.27,92797.0,660.04,8972.0, 19282, 20.78
FCL, EQ, 23-Jul-2025,279.5,280.0,287.0,270.85,273.5,275.05,280.89,841652.0,2364.12,22168.0, 250730, 29.79
FCSSOFT, EQ, 23-Jul-2025,2.71,2.71,2.74,2.68,2.71,2.7,2.7,3104395.0,83.76,1985.0, 1315222, 42.37
FDC, EQ, 23-Jul-2025,490.5,491.95,492.8,486.0,490.0,490.3,489.75,62211.0,304.68,3134.0, 37440, 60.18
FEDERALBNK, EQ, 23-Jul-2025,212.4,212.49,213.5,211.7,212.5,212.81,212.66,5401894.0,11487.44,53184.0, 3294952, 61.00
FEDFINA, EQ, 23-Jul-2025,124.5,125.75,126.0,123.0,123.52,124.33,124.32,553394.0,687.95,10235.0, 180321, 32.58
FIBERWEB, EQ, 23-Jul-2025,50.82,50.7,51.26,49.2,49.75,49.84,50.16,61462.0,30.83,1040.0, 43593, 70.93
FIEMIND, EQ, 23-Jul-2025,2025.2,2035.4,2035.4,1986.6,2009.0,2010.4,2009.98,47888.0,962.54,9801.0, 28752, 60.04
FILATEX, EQ, 23-Jul-2025,59.31,59.78,59.78,57.1,58.25,58.38,58.3,1451413.0,846.14,10429.0, 678880, 46.77
FILATFASH, EQ, 23-Jul-2025,0.69,0.7,0.71,0.67,0.68,0.67,0.69,22762905.0,156.04,3904.0, 11241103, 49.38
FINCABLES, EQ, 23-Jul-2025,921.4,926.0,928.0,917.65,922.35,922.45,921.07,232253.0,2139.22,11515.0, 172615, 74.32
FINEORG, EQ, 23-Jul-2025,5358.4,5365.6,5425.0,5289.9,5363.0,5338.1,5349.85,16280.0,870.96,5209.0, 8329, 51.16
FINIETF, EQ, 23-Jul-2025,30.65,30.96,30.99,30.47,30.85,30.84,30.71,235449.0,72.3,994.0, 167168, 71.00
FINOPB, EQ, 23-Jul-2025,278.3,281.1,281.15,276.6,279.0,279.35,278.51,153821.0,428.41,4801.0, 51841, 33.70
FINPIPE, EQ, 23-Jul-2025,201.78,202.5,209.89,202.5,207.46,207.93,205.75,1368300.0,2815.23,22314.0, 629000, 45.97
FIRSTCRY, EQ, 23-Jul-2025,366.4,366.85,367.35,359.45,362.8,362.8,362.28,541545.0,1961.9,11505.0, 219661, 40.56
FISCHER, EQ, 23-Jul-2025,935.45,953.0,975.0,945.3,965.0,972.85,961.74,147655.0,1420.06,10047.0, 41370, 28.02
FIVESTAR, EQ, 23-Jul-2025,723.8,725.6,732.0,716.1,728.05,728.75,725.32,276137.0,2002.86,20213.0, 142691, 51.67
FLAIR, EQ, 23-Jul-2025,322.5,323.0,329.0,319.5,323.0,323.05,324.52,204427.0,663.41,4804.0, 83615, 40.90
FLUOROCHEM, EQ, 23-Jul-2025,3555.5,3555.5,3619.0,3547.3,3575.0,3589.5,3588.84,66286.0,2378.9,9899.0, 36711, 55.38
FMCGIETF, EQ, 23-Jul-2025,59.77,59.53,60.06,58.27,59.5,59.45,59.44,885563.0,526.4,10840.0, 570010, 64.37
FMGOETZE, EQ, 23-Jul-2025,584.45,587.75,597.15,576.85,594.0,592.6,587.48,116152.0,682.37,6481.0, 39274, 33.81
FORCEMOT, EQ, 23-Jul-2025,17507.0,17600.0,17613.0,17056.0,17240.0,17140.0,17287.96,110365.0,19079.85,23482.0, 35432, 32.10
FORTIS, EQ, 23-Jul-2025,809.1,814.0,832.0,807.25,832.0,823.7,818.97,2607043.0,21350.89,89557.0, 1355727, 52.00
FOSECOIND, EQ, 23-Jul-2025,4909.3,4894.2,4928.9,4836.1,4860.0,4863.0,4880.76,866.0,42.27,533.0, 380, 43.88
FSL, EQ, 23-Jul-2025,350.7,353.35,353.35,345.85,348.15,348.0,348.01,547222.0,1904.36,12194.0, 250715, 45.82
FUSION, EQ, 23-Jul-2025,182.71,183.61,184.55,177.99,180.29,180.43,179.83,390902.0,702.95,7486.0, 183996, 47.07
GABRIEL, EQ, 23-Jul-2025,985.45,990.0,1020.0,980.55,1003.0,1005.35,1001.73,483076.0,4839.11,25193.0, 191064, 39.55
GAEL, EQ, 23-Jul-2025,110.14,110.19,111.5,110.19,111.0,111.26,110.93,243867.0,270.53,2778.0, 159014, 65.21
GAIL, EQ, 23-Jul-2025,184.03,184.0,186.6,183.96,186.44,186.39,185.86,7798034.0,14493.08,47694.0, 4581792, 58.76
GALAPREC, EQ, 23-Jul-2025,884.25,897.0,897.0,878.5,880.6,881.35,881.82,11235.0,99.07,1171.0, 5483, 48.80
GALAXYSURF, EQ, 23-Jul-2025,2566.3,2573.0,2636.2,2549.5,2580.0,2591.0,2591.96,10140.0,262.82,3637.0, 4644, 45.80
GALLANTT, EQ, 23-Jul-2025,619.95,621.6,637.3,618.1,628.05,630.35,628.92,145240.0,913.44,10069.0, 46206, 31.81
GANDHAR, EQ, 23-Jul-2025,168.65,168.65,169.58,166.59,168.0,168.48,167.71,94159.0,157.91,2499.0, 50468, 53.60
GANDHITUBE, EQ, 23-Jul-2025,766.6,777.0,783.0,755.0,776.9,774.0,772.68,14630.0,113.04,858.0, 7287, 49.81
GANECOS, EQ, 23-Jul-2025,1524.5,1500.1,1505.0,1460.0,1472.1,1474.5,1475.79,163191.0,2408.36,28864.0, 93082, 57.04
GANESHBE, EQ, 23-Jul-2025,96.76,96.76,97.9,96.0,96.7,96.86,96.76,131210.0,126.95,1429.0, 78551, 59.87
GANESHHOUC, EQ, 23-Jul-2025,919.6,920.05,923.9,887.0,896.5,894.45,898.82,165834.0,1490.55,13174.0, 82102, 49.51
GANGAFORGE, EQ, 23-Jul-2025,3.87,3.89,3.94,3.8,3.88,3.86,3.87,162570.0,6.29,418.0, 91419, 56.23
GANGESSECU, EQ, 23-Jul-2025,159.9,160.14,174.0,158.91,168.0,166.75,164.33,3857.0,6.34,757.0, 1722, 44.65
GARFIBRES, EQ, 23-Jul-2025,961.4,965.0,970.0,931.7,935.2,936.55,943.69,71548.0,675.19,9256.0, 31066, 43.42
GARUDA, EQ, 23-Jul-2025,175.14,175.4,191.0,174.4,189.0,188.64,185.88,9866281.0,18339.37,65935.0, 1858344, 18.84
GATEWAY, EQ, 23-Jul-2025,64.51,64.56,65.7,64.56,65.53,65.57,65.22,692820.0,451.89,5917.0, 376770, 54.38
GEECEE, EQ, 23-Jul-2025,379.7,381.0,383.5,373.4,377.1,377.55,378.17,3794.0,14.35,544.0, 1684, 44.39
GEEKAYWIRE, EQ, 23-Jul-2025,70.55,71.5,72.78,70.35,71.0,70.81,71.54,103128.0,73.78,1074.0, 66011, 64.01
GENESYS, EQ, 23-Jul-2025,612.6,615.0,622.75,615.0,620.0,618.1,619.5,158074.0,979.27,7875.0, 99522, 62.96
GENUSPAPER, EQ, 23-Jul-2025,19.03,19.43,19.43,18.81,18.95,18.88,18.96,161518.0,30.63,607.0, 110556, 68.45
GENUSPOWER, EQ, 23-Jul-2025,369.8,370.0,375.8,364.0,374.65,374.0,371.03,725658.0,2692.44,18743.0, 405365, 55.86
GEOJITFSL, EQ, 23-Jul-2025,75.1,75.11,75.66,74.6,75.4,75.37,75.1,402828.0,302.53,4104.0, 221342, 54.95
GEPIL, EQ, 23-Jul-2025,304.4,305.9,305.95,297.0,297.7,298.45,299.36,142467.0,426.48,6278.0, 71232, 50.00
GESHIP, EQ, 23-Jul-2025,990.15,991.15,995.0,984.25,993.9,989.65,990.68,166189.0,1646.4,10960.0, 80427, 48.39
GFLLIMITED, EQ, 23-Jul-2025,64.44,64.5,65.76,63.8,65.19,64.88,64.81,23725.0,15.38,493.0, 14446, 60.89
GHCL, EQ, 23-Jul-2025,600.95,603.75,622.85,600.05,620.0,619.4,615.56,242631.0,1493.54,9702.0, 116378, 47.97
GHCLTEXTIL, EQ, 23-Jul-2025,92.23,92.57,93.28,91.25,93.0,92.71,92.01,84483.0,77.73,1130.0, 45195, 53.50
GICHSGFIN, EQ, 23-Jul-2025,193.09,192.5,193.45,190.6,192.0,191.34,191.62,98815.0,189.35,1302.0, 66433, 67.23
GICRE, EQ, 23-Jul-2025,383.8,382.9,384.15,379.25,380.75,380.6,380.65,235454.0,896.25,8995.0, 135957, 57.74
GILLANDERS, EQ, 23-Jul-2025,130.85,130.96,132.56,127.58,130.85,129.28,129.35,15464.0,20.0,588.0, 9095, 58.81
GILLETTE, EQ, 23-Jul-2025,11052.0,11080.0,11267.0,11070.0,11200.0,11211.0,11200.19,27070.0,3031.89,9918.0, 10468, 38.67
GILT5YBEES, EQ, 23-Jul-2025,62.73,62.9,62.96,62.74,62.8,62.78,62.8,178661.0,112.21,369.0, 148731, 83.25
GIPCL, EQ, 23-Jul-2025,207.73,207.71,208.74,204.8,205.5,205.47,206.03,203712.0,419.71,4650.0, 123935, 60.84
GKWLIMITED, EQ, 23-Jul-2025,1829.5,1818.9,1825.3,1808.0,1812.0,1817.9,1816.26,148.0,2.69,36.0, 93, 62.84
GLAND, EQ, 23-Jul-2025,1961.8,1963.0,2051.0,1955.0,2031.0,2038.0,2023.57,645632.0,13064.79,36831.0, 305353, 47.30
GLAXO, EQ, 23-Jul-2025,3098.6,3121.9,3161.0,3090.0,3130.9,3131.4,3129.51,58819.0,1840.75,13801.0, 34315, 58.34
GLENMARK, EQ, 23-Jul-2025,2157.9,2151.0,2164.5,2130.0,2137.0,2138.8,2141.29,1424554.0,30503.85,52543.0, 935905, 65.70
GLOBALVECT, EQ, 23-Jul-2025,233.95,232.56,240.89,224.99,231.2,232.61,231.07,38794.0,89.64,2735.0, 15376, 39.63
GLOBE, EQ, 23-Jul-2025,2.45,2.41,2.45,2.37,2.41,2.4,2.41,516769.0,12.44,485.0, 304735, 58.97
GLOBECIVIL, EQ, 23-Jul-2025,89.12,89.2,95.0,86.75,91.46,91.79,92.29,5083460.0,4691.53,31296.0, 1574111, 30.97
GLOBUSSPR, EQ, 23-Jul-2025,1108.85,1107.95,1138.0,1089.4,1134.0,1134.1,1123.58,182332.0,2048.64,10981.0, 95104, 52.16
GLOSTERLTD, EQ, 23-Jul-2025,681.0,688.1,688.1,672.0,674.7,675.55,677.74,754.0,5.11,184.0, 430, 57.03
GMBREW, EQ, 23-Jul-2025,732.25,730.0,731.75,721.85,725.05,726.2,725.76,15485.0,112.38,1273.0, 6874, 44.39
GMDCLTD, EQ, 23-Jul-2025,457.5,461.75,472.4,449.15,456.0,457.9,462.47,11161977.0,51620.66,117527.0, 1990479, 17.83
GMMPFAUDLR, EQ, 23-Jul-2025,1315.3,1322.2,1322.2,1293.0,1302.4,1302.3,1304.35,24357.0,317.7,3979.0, 13483, 55.36
GMRAIRPORT, EQ, 23-Jul-2025,91.92,92.06,92.25,90.6,91.02,91.38,91.29,9993200.0,9123.15,21147.0, 7156154, 71.61
GMRP&UI, EQ, 23-Jul-2025,115.61,116.0,116.39,114.42,115.59,115.32,115.06,509849.0,586.61,6623.0, 298709, 58.59
GNA, EQ, 23-Jul-2025,338.55,338.55,340.0,334.55,338.8,339.55,337.6,49570.0,167.35,1667.0, 33514, 67.61
GNFC, EQ, 23-Jul-2025,545.5,545.95,555.9,542.9,551.5,552.9,550.08,335585.0,1845.98,9589.0, 178347, 53.15
GOACARBON, EQ, 23-Jul-2025,488.9,490.9,493.0,487.0,487.0,488.2,488.73,11719.0,57.27,434.0, 8099, 69.11
GOCLCORP, EQ, 23-Jul-2025,396.3,396.3,398.45,383.95,390.95,391.5,389.95,115125.0,448.93,3982.0, 45069, 39.15
GOCOLORS, EQ, 23-Jul-2025,884.05,888.7,888.7,871.0,875.0,872.65,875.19,25256.0,221.04,2643.0, 18179, 71.98
GODFRYPHLP, EQ, 23-Jul-2025,9416.0,9455.0,9610.0,9159.0,9391.0,9384.0,9349.67,216635.0,20254.66,31105.0, 61850, 28.55
GODIGIT, EQ, 23-Jul-2025,354.6,352.0,361.5,351.45,359.0,359.45,357.21,709007.0,2532.64,18721.0, 448577, 63.27
GODREJAGRO, EQ, 23-Jul-2025,810.35,810.6,852.95,810.6,849.1,848.6,838.32,2027227.0,16994.64,74817.0, 782849, 38.62
GODREJCP, EQ, 23-Jul-2025,1242.4,1246.0,1249.5,1229.1,1235.6,1232.5,1235.34,524821.0,6483.35,25920.0, 355833, 67.80
GODREJIND, EQ, 23-Jul-2025,1144.4,1148.7,1148.7,1118.0,1129.2,1129.2,1128.76,89016.0,1004.78,6884.0, 49586, 55.70
GODREJPROP, EQ, 23-Jul-2025,2363.5,2350.0,2365.5,2298.1,2324.0,2324.1,2316.36,748280.0,17332.83,46241.0, 397045, 53.06
GOKEX, EQ, 23-Jul-2025,924.55,941.95,941.95,902.85,914.55,915.35,916.31,200030.0,1832.9,14687.0, 90664, 45.33
GOKUL, EQ, 23-Jul-2025,42.09,42.76,44.45,41.5,44.25,43.59,43.09,49662.0,21.4,499.0, 35864, 72.22
GOKULAGRO, EQ, 23-Jul-2025,320.45,321.35,321.35,315.0,318.8,317.85,317.28,246845.0,783.19,6903.0, 97208, 39.38
GOLD1, EQ, 23-Jul-2025,83.43,85.45,85.45,83.53,84.49,84.38,84.11,888272.0,747.12,3102.0, 642569, 72.34
GOLD360, EQ, 23-Jul-2025,98.1,98.1,100.9,98.1,99.3,99.3,99.3,6445.0,6.4,103.0, 5883, 91.28
GOLDBEES, EQ, 23-Jul-2025,82.77,83.77,83.85,83.19,83.77,83.75,83.56,19504795.0,16297.34,49665.0, 9509229, 48.75
GOLDCASE, EQ, 23-Jul-2025,15.73,16.12,16.12,15.81,15.88,15.89,15.88,2694543.0,427.77,2815.0, 1993659, 73.99
GOLDETF, EQ, 23-Jul-2025,97.1,97.65,98.99,97.56,98.0,98.25,98.06,758848.0,744.12,2074.0, 449265, 59.20
GOLDETFADD, EQ, 23-Jul-2025,97.22,98.1,99.37,97.48,98.42,98.45,98.22,285342.0,280.26,468.0, 234816, 82.29
GOLDIAM, EQ, 23-Jul-2025,350.6,352.0,353.75,344.6,350.95,347.75,349.18,281204.0,981.92,5434.0, 126028, 44.82
GOLDIETF, EQ, 23-Jul-2025,85.57,87.7,88.14,86.0,86.64,86.67,86.41,1893755.0,1636.33,10735.0, 1313209, 69.34
GOLDSHARE, EQ, 23-Jul-2025,83.85,84.0,85.9,84.0,84.8,84.75,84.63,305054.0,258.17,1574.0, 221675, 72.67
GOLDTECH, EQ, 23-Jul-2025,71.78,73.95,73.95,69.81,71.55,71.59,71.32,32545.0,23.21,756.0, 16188, 49.74
GOODLUCK, EQ, 23-Jul-2025,1077.3,1077.3,1107.4,1071.4,1105.1,1102.5,1097.11,204396.0,2242.46,12671.0, 90754, 44.40
GOPAL, EQ, 23-Jul-2025,353.25,355.8,358.5,350.65,355.0,352.35,352.61,42618.0,150.27,1946.0, 20987, 49.24
GOYALALUM, EQ, 23-Jul-2025,7.97,7.94,8.09,7.76,7.89,7.83,7.87,119611.0,9.42,534.0, 79159, 66.18
GPIL, EQ, 23-Jul-2025,193.05,194.0,194.65,192.0,192.5,192.96,192.74,567734.0,1094.25,6597.0, 282530, 49.76
GPPL, EQ, 23-Jul-2025,161.64,161.8,163.51,160.63,161.1,161.31,161.55,730085.0,1179.49,11191.0, 467029, 63.97
GPTHEALTH, EQ, 23-Jul-2025,168.55,168.7,169.54,165.22,166.49,166.21,166.93,197505.0,329.7,4446.0, 97247, 49.24
GPTINFRA, EQ, 23-Jul-2025,135.21,135.49,136.25,133.3,134.86,134.56,134.79,253379.0,341.54,4194.0, 124657, 49.20
GRANULES, EQ, 23-Jul-2025,477.1,479.45,480.05,472.55,476.15,475.85,475.4,500010.0,2377.06,13106.0, 243786, 48.76
GRAPHITE, EQ, 23-Jul-2025,562.65,565.65,579.5,564.55,578.9,575.75,572.17,637338.0,3646.65,14755.0, 281430, 44.16
GRASIM, EQ, 23-Jul-2025,2722.7,2735.6,2736.0,2701.5,2703.7,2709.1,2713.47,373864.0,10144.68,19479.0, 263353, 70.44
GRAVITA, EQ, 23-Jul-2025,1724.1,1733.2,1736.8,1720.0,1728.0,1725.0,1727.01,108034.0,1865.75,13453.0, 56000, 51.84
GREAVESCOT, EQ, 23-Jul-2025,204.23,203.75,207.0,202.0,204.4,203.54,203.76,1367345.0,2786.13,18842.0, 397694, 29.09
GREENLAM, EQ, 23-Jul-2025,242.13,244.07,253.78,244.07,248.0,248.67,248.73,66310.0,164.93,4879.0, 20153, 30.39
GREENPANEL, EQ, 23-Jul-2025,291.75,294.65,323.0,289.6,317.95,315.0,306.57,3951173.0,12113.19,78720.0, 1830818, 46.34
GREENPLY, EQ, 23-Jul-2025,341.85,343.5,345.55,337.0,338.55,339.4,339.99,152139.0,517.26,7335.0, 79994, 52.58
GREENPOWER, EQ, 23-Jul-2025,14.51,14.56,14.94,14.25,14.54,14.52,14.61,5954438.0,869.68,10629.0, 1209991, 20.32
